date value parameter land_use
2012-2-17 0 dailySurplus loc3
2012-2-17 225 availablePoreDepth loc3
2012-2-17 500 EHD loc3
2012-2-17 3586.21 SD loc3
2012-2-17 -4.08621 G loc3
2012-2-17 0.45 theta_EHD loc3
2012-2-17 225 sw_EHD loc3
2012-2-17 0.449527 theta_soil loc3
2012-2-17 0 dsc loc3
2012-2-18 0 infil2 loc1
2012-2-18 0 infil loc1
2012-2-18 0 toDistribute loc1
2012-2-18 0 dailySurplus loc1
2012-2-18 7.88835 availablePoreDepth loc1
2012-2-18 111.111 EHD loc1
2012-2-18 2138.64 SD loc1
2012-2-18 -2.24976 G loc1
2012-2-18 0.379005 theta_EHD loc1
2012-2-18 42.1116 sw_EHD loc1
2012-2-18 0.276238 theta_soil loc1
2012-2-18 0.0616645 dsc loc1
2012-2-18 0 infil2 loc2
2012-2-18 0 infil loc2
2012-2-18 0 toDistribute loc2
2012-2-18 0 dailySurplus loc2
2012-2-18 36.0437 availablePoreDepth loc2
2012-2-18 250 EHD loc2
2012-2-18 3565.19 SD loc2
2012-2-18 -3.81519 G loc2
2012-2-18 0.355825 theta_EHD loc2
2012-2-18 88.9563 sw_EHD loc2
2012-2-18 0.344708 theta_soil loc2
2012-2-18 0 dsc loc2
2012-2-18 0 infil2 loc3
2012-2-18 0 infil loc3
2012-2-18 0 toDistribute loc3
2012-2-18 0 dailySurplus loc3
2012-2-18 225 availablePoreDepth loc3
2012-2-18 500 EHD loc3
2012-2-18 3586.3 SD loc3
2012-2-18 -4.0863 G loc3
2012-2-18 0.45 theta_EHD loc3
2012-2-18 225 sw_EHD loc3
2012-2-18 0.449516 theta_soil loc3
2012-2-18 0 dsc loc3
2012-2-19 0.186845 infil2 loc1
2012-2-19 1.81297 infil loc1
2012-2-19 0 toDistribute loc1
2012-2-19 1.7513 dailySurplus loc1
2012-2-19 7.88835 availablePoreDepth loc1
2012-2-19 111.111 EHD loc1
2012-2-19 2138.58 SD loc1
2012-2-19 -2.24969 G loc1
2012-2-19 0.39364 theta_EHD loc1
2012-2-19 43.7377 sw_EHD loc1
2012-2-19 0.276333 theta_soil loc1
2012-2-19 0 dsc loc1
2012-2-19 0 infil2 loc2
2012-2-19 0 infil loc2
2012-2-19 0 toDistribute loc2
2012-2-19 0 dailySurplus loc2
2012-2-19 38.8994 availablePoreDepth loc2
2012-2-19 250 EHD loc2
2012-2-19 3565.06 SD loc2
2012-2-19 -3.81506 G loc2
2012-2-19 0.344402 theta_EHD loc2
2012-2-19 86.1006 sw_EHD loc2
2012-2-19 0.34472 theta_soil loc2
2012-2-19 0 dsc loc2
2012-2-19 1.75129 infil2 loc3
2012-2-19 1.7513 infil loc3
2012-2-19 0 toDistribute loc3
2012-2-19 1.7513 dailySurplus loc3
2012-2-19 225 availablePoreDepth loc3
2012-2-19 500 EHD loc3
2012-2-19 3586.4 SD loc3
2012-2-19 -4.0864 G loc3
2012-2-19 0.45 theta_EHD loc3
2012-2-19 225 sw_EHD loc3
2012-2-19 0.449992 theta_soil loc3
2012-2-19 0 dsc loc3
2012-2-20 0 infil2 loc1
2012-2-20 0 infil loc1
2012-2-20 0 toDistribute loc1
2012-2-20 0 dailySurplus loc1
2012-2-20 6.26223 availablePoreDepth loc1
2012-2-20 111.111 EHD loc1
2012-2-20 2138.52 SD loc1
2012-2-20 -2.24963 G loc1
2012-2-20 0.39364 theta_EHD loc1
2012-2-20 43.7377 sw_EHD loc1
2012-2-20 0.276341 theta_soil loc1
2012-2-20 0 dsc loc1
2012-2-20 0 infil2 loc2
2012-2-20 0 infil loc2
2012-2-20 0 toDistribute loc2
2012-2-20 0 dailySurplus loc2
2012-2-20 38.8994 availablePoreDepth loc2
2012-2-20 250 EHD loc2
2012-2-20 3564.94 SD loc2
2012-2-20 -3.81494 G loc2
2012-2-20 0.344402 theta_EHD loc2
2012-2-20 86.1006 sw_EHD loc2
2012-2-20 0.344732 theta_soil loc2
2012-2-20 0 dsc loc2
2012-2-20 0 infil2 loc3
2012-2-20 0 infil loc3
2012-2-20 0 toDistribute loc3
2012-2-20 0 dailySurplus loc3
2012-2-20 225 availablePoreDepth loc3
2012-2-20 500 EHD loc3
2012-2-20 3586.49 SD loc3
2012-2-20 -4.08649 G loc3
2012-2-20 0.45 theta_EHD loc3
2012-2-20 225 sw_EHD loc3
2012-2-20 0.449981 theta_soil loc3
2012-2-20 0 dsc loc3
2012-2-21 0.127802 infil2 loc1
2012-2-21 0 infil loc1
2012-2-21 0 toDistribute loc1
2012-2-21 0 dailySurplus loc1
2012-2-21 6.26223 availablePoreDepth loc1
2012-2-21 111.111 EHD loc1
2012-2-21 2138.46 SD loc1
2012-2-21 -2.24957 G loc1
2012-2-21 0.39249 theta_EHD loc1
2012-2-21 43.6099 sw_EHD loc1
2012-2-21 0.276409 theta_soil loc1
2012-2-21 0 dsc loc1
2012-2-21 0 infil2 loc2
2012-2-21 0 infil loc2
2012-2-21 0 toDistribute loc2
2012-2-21 0 dailySurplus loc2
2012-2-21 38.8994 availablePoreDepth loc2
2012-2-21 250 EHD loc2
2012-2-21 3564.82 SD loc2
2012-2-21 -3.81482 G loc2
2012-2-21 0.344402 theta_EHD loc2
2012-2-21 86.1006 sw_EHD loc2
2012-2-21 0.344744 theta_soil loc2
2012-2-21 0 dsc loc2
2012-2-21 0 infil2 loc3
2012-2-21 0 infil loc3
2012-2-21 0 toDistribute loc3
2012-2-21 0 dailySurplus loc3
2012-2-21 225 availablePoreDepth loc3
2012-2-21 500 EHD loc3
2012-2-21 3586.58 SD loc3
2012-2-21 -4.08658 G loc3
2012-2-21 0.45 theta_EHD loc3
2012-2-21 225 sw_EHD loc3
2012-2-21 0.44997 theta_soil loc3
2012-2-21 0 dsc loc3
2012-2-22 0.0874156 infil2 loc1
2012-2-22 0 infil loc1
2012-2-22 0 toDistribute loc1
2012-2-22 0 dailySurplus loc1
2012-2-22 6.39003 availablePoreDepth loc1
2012-2-22 111.111 EHD loc1
2012-2-22 2138.4 SD loc1
2012-2-22 -2.24951 G loc1
2012-2-22 0.391703 theta_EHD loc1
2012-2-22 43.5225 sw_EHD loc1
2012-2-22 0.276457 theta_soil loc1
2012-2-22 0 dsc loc1
2012-2-22 0 infil2 loc2
2012-2-22 0 infil loc2
2012-2-22 0 toDistribute loc2
2012-2-22 0 dailySurplus loc2
2012-2-22 38.8994 availablePoreDepth loc2
2012-2-22 250 EHD loc2
2012-2-22 3564.71 SD loc2
2012-2-22 -3.81471 G loc2
2012-2-22 0.344402 theta_EHD loc2
2012-2-22 86.1006 sw_EHD loc2
2012-2-22 0.344754 theta_soil loc2
2012-2-22 0 dsc loc2
2012-2-22 0 infil2 loc3
2012-2-22 0 infil loc3
2012-2-22 0 toDistribute loc3
2012-2-22 0 dailySurplus loc3
2012-2-22 225 availablePoreDepth loc3
2012-2-22 500 EHD loc3
2012-2-22 3586.67 SD loc3
2012-2-22 -4.08667 G loc3
2012-2-22 0.45 theta_EHD loc3
2012-2-22 225 sw_EHD loc3
2012-2-22 0.449958 theta_soil loc3
2012-2-22 0 dsc loc3
2012-2-23 1.57381 infil2 loc1
2012-2-23 4.79118 infil loc1
2012-2-23 0 toDistribute loc1
2012-2-23 4.79118 dailySurplus loc1
2012-2-23 6.47744 availablePoreDepth loc1
2012-2-23 111.111 EHD loc1
2012-2-23 2138.34 SD loc1
2012-2-23 -2.24945 G loc1
2012-2-23 0.420659 theta_EHD loc1
2012-2-23 46.7399 sw_EHD loc1
2012-2-23 0.277201 theta_soil loc1
2012-2-23 0 dsc loc1
2012-2-23 0 infil2 loc2
2012-2-23 1.77746 infil loc2
2012-2-23 0 toDistribute loc2
2012-2-23 1.77746 dailySurplus loc2
2012-2-23 41.9132 availablePoreDepth loc2
2012-2-23 250 EHD loc2
2012-2-23 3564.61 SD loc2
2012-2-23 -3.81461 G loc2
2012-2-23 0.339457 theta_EHD loc2
2012-2-23 84.8643 sw_EHD loc2
2012-2-23 0.344764 theta_soil loc2
2012-2-23 0 dsc loc2
2012-2-23 4.79119 infil2 loc3
2012-2-23 4.59932 Qd loc3
2012-2-23 4.79118 infil loc3
2012-2-23 0 toDistribute loc3
2012-2-23 4.79118 dailySurplus loc3
2012-2-23 225 availablePoreDepth loc3
2012-2-23 500 EHD loc3
2012-2-23 3586.76 SD loc3
2012-2-23 -4.08217 G loc3
2012-2-23 0.45 theta_EHD loc3
2012-2-23 225 sw_EHD loc3
2012-2-23 0.45 theta_soil loc3
2012-2-23 0 dsc loc3
2012-2-24 2.10667 infil2 loc1
2012-2-24 3.26007 infil loc1
2012-2-24 0 toDistribute loc1
2012-2-24 4.8908 dailySurplus loc1
2012-2-24 3.26007 availablePoreDepth loc1
2012-2-24 111.111 EHD loc1
2012-2-24 2138.28 SD loc1
2012-2-24 -2.24939 G loc1
2012-2-24 0.43104 theta_EHD loc1
2012-2-24 47.8933 sw_EHD loc1
2012-2-24 0.278194 theta_soil loc1
2012-2-24 1.63073 dsc loc1
2012-2-24 0 infil2 loc2
2012-2-24 1.87469 infil loc2
2012-2-24 0 toDistribute loc2
2012-2-24 1.87469 dailySurplus loc2
2012-2-24 43.1518 availablePoreDepth loc2
2012-2-24 250 EHD loc2
2012-2-24 3564.5 SD loc2
2012-2-24 -3.8145 G loc2
2012-2-24 0.334891 theta_EHD loc2
2012-2-24 83.7229 sw_EHD loc2
2012-2-24 0.344775 theta_soil loc2
2012-2-24 0 dsc loc2
2012-2-24 4.8908 infil2 loc3
2012-2-24 4.84958 Qd loc3
2012-2-24 4.8908 infil loc3
2012-2-24 0 toDistribute loc3
2012-2-24 4.8908 dailySurplus loc3
2012-2-24 225 availablePoreDepth loc3
2012-2-24 500 EHD loc3
2012-2-24 3586.85 SD loc3
2012-2-24 -4.082 G loc3
2012-2-24 0.45 theta_EHD loc3
2012-2-24 225 sw_EHD loc3
2012-2-24 0.45 theta_soil loc3
2012-2-24 0 dsc loc3
2012-2-25 2.10667 infil2 loc1
2012-2-25 2.10667 infil loc1
2012-2-25 0 toDistribute loc1
2012-2-25 7.92184 dailySurplus loc1
2012-2-25 2.10667 availablePoreDepth loc1
2012-2-25 111.111 EHD loc1
2012-2-25 2138.22 SD loc1
2012-2-25 -2.24933 G loc1
2012-2-25 0.43104 theta_EHD loc1
2012-2-25 47.8933 sw_EHD loc1
2012-2-25 0.279188 theta_soil loc1
2012-2-25 5.81518 dsc loc1
2012-2-25 0 infil2 loc2
2012-2-25 4.76299 infil loc2
2012-2-25 0 toDistribute loc2
2012-2-25 4.76299 dailySurplus loc2
2012-2-25 44.436 availablePoreDepth loc2
2012-2-25 250 EHD loc2
2012-2-25 3564.39 SD loc2
2012-2-25 -3.81439 G loc2
2012-2-25 0.341308 theta_EHD loc2
2012-2-25 85.327 sw_EHD loc2
2012-2-25 0.344785 theta_soil loc2
2012-2-25 0 dsc loc2
2012-2-25 7.92184 infil2 loc3
2012-2-25 7.88061 Qd loc3
2012-2-25 7.92184 infil loc3
2012-2-25 0 toDistribute loc3
2012-2-25 7.92184 dailySurplus loc3
2012-2-25 225 availablePoreDepth loc3
2012-2-25 500 EHD loc3
2012-2-25 3586.94 SD loc3
2012-2-25 -4.07907 G loc3
2012-2-25 0.45 theta_EHD loc3
2012-2-25 225 sw_EHD loc3
2012-2-25 0.45 theta_soil loc3
2012-2-25 0 dsc loc3
2012-2-26 1.44096 infil2 loc1
2012-2-26 0 infil loc1
2012-2-26 0 toDistribute loc1
2012-2-26 0 dailySurplus loc1
2012-2-26 2.10667 availablePoreDepth loc1
2012-2-26 111.111 EHD loc1
2012-2-26 2138.16 SD loc1
2012-2-26 -2.24927 G loc1
2012-2-26 0.418071 theta_EHD loc1
2012-2-26 46.4523 sw_EHD loc1
2012-2-26 0.279869 theta_soil loc1
2012-2-26 0 dsc loc1
2012-2-26 0 infil2 loc2
2012-2-26 0 infil loc2
2012-2-26 0 toDistribute loc2
2012-2-26 0 dailySurplus loc2
2012-2-26 39.673 availablePoreDepth loc2
2012-2-26 250 EHD loc2
2012-2-26 3564.29 SD loc2
2012-2-26 -3.81429 G loc2
2012-2-26 0.341308 theta_EHD loc2
2012-2-26 85.327 sw_EHD loc2
2012-2-26 0.344795 theta_soil loc2
2012-2-26 0 dsc loc2
2012-2-26 0 infil2 loc3
2012-2-26 0 infil loc3
2012-2-26 0 toDistribute loc3
2012-2-26 0 dailySurplus loc3
2012-2-26 225 availablePoreDepth loc3
2012-2-26 500 EHD loc3
2012-2-26 3587.04 SD loc3
2012-2-26 -4.08704 G loc3
2012-2-26 0.45 theta_EHD loc3
2012-2-26 225 sw_EHD loc3
2012-2-26 0.449988 theta_soil loc3
2012-2-26 0 dsc loc3
2012-2-27 0 infil2 loc1
2012-2-27 0 infil loc1
2012-2-27 0 toDistribute loc1
2012-2-27 0 dailySurplus loc1
2012-2-27 3.54763 availablePoreDepth loc1
2012-2-27 111.111 EHD loc1
2012-2-27 2138.1 SD loc1
2012-2-27 -2.24921 G loc1
2012-2-27 0.418071 theta_EHD loc1
2012-2-27 46.4523 sw_EHD loc1
2012-2-27 0.279877 theta_soil loc1
2012-2-27 0 dsc loc1
2012-2-27 0 infil2 loc2
2012-2-27 0 infil loc2
2012-2-27 0 toDistribute loc2
2012-2-27 0 dailySurplus loc2
2012-2-27 39.673 availablePoreDepth loc2
2012-2-27 250 EHD loc2
2012-2-27 3564.18 SD loc2
2012-2-27 -3.81418 G loc2
2012-2-27 0.341308 theta_EHD loc2
2012-2-27 85.327 sw_EHD loc2
2012-2-27 0.344806 theta_soil loc2
2012-2-27 0 dsc loc2
2012-2-27 0 infil2 loc3
2012-2-27 0 infil loc3
2012-2-27 0 toDistribute loc3
2012-2-27 0 dailySurplus loc3
2012-2-27 225 availablePoreDepth loc3
2012-2-27 500 EHD loc3
2012-2-27 3587.11 SD loc3
2012-2-27 -4.08711 G loc3
2012-2-27 0.45 theta_EHD loc3
2012-2-27 225 sw_EHD loc3
2012-2-27 0.449979 theta_soil loc3
2012-2-27 0 dsc loc3
2012-2-28 0.985615 infil2 loc1
2012-2-28 0 infil loc1
2012-2-28 0 toDistribute loc1
2012-2-28 0.987434 dailySurplus loc1
2012-2-28 3.54763 availablePoreDepth loc1
2012-2-28 111.111 EHD loc1
2012-2-28 2138.03 SD loc1
2012-2-28 -2.24915 G loc1
2012-2-28 0.409201 theta_EHD loc1
2012-2-28 45.4667 sw_EHD loc1
2012-2-28 0.280346 theta_soil loc1
2012-2-28 0.987434 dsc loc1
2012-2-28 0 infil2 loc2
2012-2-28 0 infil loc2
2012-2-28 0 toDistribute loc2
2012-2-28 0 dailySurplus loc2
2012-2-28 42.4769 availablePoreDepth loc2
2012-2-28 250 EHD loc2
2012-2-28 3564.07 SD loc2
2012-2-28 -3.81407 G loc2
2012-2-28 0.330092 theta_EHD loc2
2012-2-28 82.5231 sw_EHD loc2
2012-2-28 0.344816 theta_soil loc2
2012-2-28 0 dsc loc2
2012-2-28 0 infil2 loc3
2012-2-28 0 infil loc3
2012-2-28 0 toDistribute loc3
2012-2-28 0.987434 dailySurplus loc3
2012-2-28 225 availablePoreDepth loc3
2012-2-28 500 EHD loc3
2012-2-28 3587.2 SD loc3
2012-2-28 -4.0872 G loc3
2012-2-28 0.45 theta_EHD loc3
2012-2-28 225 sw_EHD loc3
2012-2-28 0.449967 theta_soil loc3
2012-2-28 0.987434 dsc loc3
2012-3-1 1.56056 infil2 loc1
2012-3-1 2.80506 infil loc1
2012-3-1 0 toDistribute loc1
2012-3-1 1.58338 dailySurplus loc1
2012-3-1 4.53324 availablePoreDepth loc1
2012-3-1 111.111 EHD loc1
2012-3-1 2137.97 SD loc1
2012-3-1 -2.24908 G loc1
2012-3-1 0.420401 theta_EHD loc1
2012-3-1 46.7112 sw_EHD loc1
2012-3-1 0.281084 theta_soil loc1
2012-3-1 0 dsc loc1
2012-3-1 0 infil2 loc2
2012-3-1 0 infil loc2
2012-3-1 0 toDistribute loc2
2012-3-1 0 dailySurplus loc2
2012-3-1 45.3219 availablePoreDepth loc2
2012-3-1 250 EHD loc2
2012-3-1 3563.96 SD loc2
2012-3-1 -3.81396 G loc2
2012-3-1 0.318712 theta_EHD loc2
2012-3-1 79.6781 sw_EHD loc2
2012-3-1 0.344826 theta_soil loc2
2012-3-1 0 dsc loc2
2012-3-1 1.5834 infil2 loc3
2012-3-1 1.42553 Qd loc3
2012-3-1 1.58338 infil loc3
2012-3-1 0 toDistribute loc3
2012-3-1 1.58338 dailySurplus loc3
2012-3-1 225 availablePoreDepth loc3
2012-3-1 500 EHD loc3
2012-3-1 3587.3 SD loc3
2012-3-1 -4.08588 G loc3
2012-3-1 0.45 theta_EHD loc3
2012-3-1 225 sw_EHD loc3
2012-3-1 0.45 theta_soil loc3
2012-3-1 0 dsc loc3
2012-3-2 1.87984 infil2 loc1
2012-3-2 2.57093 infil loc1
2012-3-2 0 toDistribute loc1
2012-3-2 2.57093 dailySurplus loc1
2012-3-2 3.28874 availablePoreDepth loc1
2012-3-2 111.111 EHD loc1
2012-3-2 2137.91 SD loc1
2012-3-2 -2.24902 G loc1
2012-3-2 0.426621 theta_EHD loc1
2012-3-2 47.4023 sw_EHD loc1
2012-3-2 0.281972 theta_soil loc1
2012-3-2 0 dsc loc1
2012-3-2 0 infil2 loc2
2012-3-2 0 infil loc2
2012-3-2 0 toDistribute loc2
2012-3-2 0 dailySurplus loc2
2012-3-2 48.2214 availablePoreDepth loc2
2012-3-2 250 EHD loc2
2012-3-2 3563.86 SD loc2
2012-3-2 -3.81386 G loc2
2012-3-2 0.307115 theta_EHD loc2
2012-3-2 76.7786 sw_EHD loc2
2012-3-2 0.344837 theta_soil loc2
2012-3-2 0 dsc loc2
2012-3-2 2.57091 infil2 loc3
2012-3-2 2.52955 Qd loc3
2012-3-2 2.57093 infil loc3
2012-3-2 0 toDistribute loc3
2012-3-2 2.57093 dailySurplus loc3
2012-3-2 225 availablePoreDepth loc3
2012-3-2 500 EHD loc3
2012-3-2 3587.39 SD loc3
2012-3-2 -4.08485 G loc3
2012-3-2 0.45 theta_EHD loc3
2012-3-2 225 sw_EHD loc3
2012-3-2 0.45 theta_soil loc3
2012-3-2 0 dsc loc3
2012-3-3 2.10667 infil2 loc1
2012-3-3 2.59765 infil loc1
2012-3-3 0 toDistribute loc1
2012-3-3 7.04457 dailySurplus loc1
2012-3-3 2.59765 availablePoreDepth loc1
2012-3-3 111.111 EHD loc1
2012-3-3 2137.85 SD loc1
2012-3-3 -2.24896 G loc1
2012-3-3 0.43104 theta_EHD loc1
2012-3-3 47.8933 sw_EHD loc1
2012-3-3 0.282965 theta_soil loc1
2012-3-3 4.44692 dsc loc1
2012-3-3 0 infil2 loc2
2012-3-3 3.92901 infil loc2
2012-3-3 0 toDistribute loc2
2012-3-3 3.92901 dailySurplus loc2
2012-3-3 51.3369 availablePoreDepth loc2
2012-3-3 250 EHD loc2
2012-3-3 3563.75 SD loc2
2012-3-3 -3.81375 G loc2
2012-3-3 0.310368 theta_EHD loc2
2012-3-3 77.5921 sw_EHD loc2
2012-3-3 0.344847 theta_soil loc2
2012-3-3 0 dsc loc2
2012-3-3 7.04458 infil2 loc3
2012-3-3 7.00348 Qd loc3
2012-3-3 7.04457 infil loc3
2012-3-3 0 toDistribute loc3
2012-3-3 7.04457 dailySurplus loc3
2012-3-3 225 availablePoreDepth loc3
2012-3-3 500 EHD loc3
2012-3-3 3587.48 SD loc3
2012-3-3 -4.08047 G loc3
2012-3-3 0.45 theta_EHD loc3
2012-3-3 225 sw_EHD loc3
2012-3-3 0.45 theta_soil loc3
2012-3-3 0 dsc loc3
2012-3-4 1.44096 infil2 loc1
2012-3-4 0 infil loc1
2012-3-4 0 toDistribute loc1
2012-3-4 0 dailySurplus loc1
2012-3-4 2.10667 availablePoreDepth loc1
2012-3-4 111.111 EHD loc1
2012-3-4 2137.79 SD loc1
2012-3-4 -2.2489 G loc1
2012-3-4 0.418071 theta_EHD loc1
2012-3-4 46.4523 sw_EHD loc1
2012-3-4 0.283647 theta_soil loc1
2012-3-4 0 dsc loc1
2012-3-4 0 infil2 loc2
2012-3-4 0 infil loc2
2012-3-4 0 toDistribute loc2
2012-3-4 0 dailySurplus loc2
2012-3-4 47.4079 availablePoreDepth loc2
2012-3-4 250 EHD loc2
2012-3-4 3563.64 SD loc2
2012-3-4 -3.81364 G loc2
2012-3-4 0.310368 theta_EHD loc2
2012-3-4 77.5921 sw_EHD loc2
2012-3-4 0.344857 theta_soil loc2
2012-3-4 0 dsc loc2
2012-3-4 0 infil2 loc3
2012-3-4 0 infil loc3
2012-3-4 0 toDistribute loc3
2012-3-4 0 dailySurplus loc3
2012-3-4 225 availablePoreDepth loc3
2012-3-4 500 EHD loc3
2012-3-4 3587.57 SD loc3
2012-3-4 -4.08757 G loc3
2012-3-4 0.45 theta_EHD loc3
2012-3-4 225 sw_EHD loc3
2012-3-4 0.449988 theta_soil loc3
2012-3-4 0 dsc loc3
2012-3-5 0 infil2 loc1
2012-3-5 0 infil loc1
2012-3-5 0 toDistribute loc1
2012-3-5 0 dailySurplus loc1
2012-3-5 3.54763 availablePoreDepth loc1
2012-3-5 111.111 EHD loc1
2012-3-5 2137.73 SD loc1
2012-3-5 -2.24884 G loc1
2012-3-5 0.418071 theta_EHD loc1
2012-3-5 46.4523 sw_EHD loc1
2012-3-5 0.283655 theta_soil loc1
2012-3-5 0 dsc loc1
2012-3-5 0 infil2 loc2
2012-3-5 0 infil loc2
2012-3-5 0 toDistribute loc2
2012-3-5 0 dailySurplus loc2
2012-3-5 47.4079 availablePoreDepth loc2
2012-3-5 250 EHD loc2
2012-3-5 3563.54 SD loc2
2012-3-5 -3.81354 G loc2
2012-3-5 0.310368 theta_EHD loc2
2012-3-5 77.5921 sw_EHD loc2
2012-3-5 0.344868 theta_soil loc2
2012-3-5 0 dsc loc2
2012-3-5 0 infil2 loc3
2012-3-5 0 infil loc3
2012-3-5 0 toDistribute loc3
2012-3-5 0 dailySurplus loc3
2012-3-5 225 availablePoreDepth loc3
2012-3-5 500 EHD loc3
2012-3-5 3587.65 SD loc3
2012-3-5 -4.08765 G loc3
2012-3-5 0.45 theta_EHD loc3
2012-3-5 225 sw_EHD loc3
2012-3-5 0.449979 theta_soil loc3
2012-3-5 0 dsc loc3
2012-3-6 0.985615 infil2 loc1
2012-3-6 0 infil loc1
2012-3-6 0 toDistribute loc1
2012-3-6 0 dailySurplus loc1
2012-3-6 3.54763 availablePoreDepth loc1
2012-3-6 111.111 EHD loc1
2012-3-6 2137.67 SD loc1
2012-3-6 -2.24878 G loc1
2012-3-6 0.409201 theta_EHD loc1
2012-3-6 45.4667 sw_EHD loc1
2012-3-6 0.284125 theta_soil loc1
2012-3-6 0 dsc loc1
2012-3-6 0 infil2 loc2
2012-3-6 0 infil loc2
2012-3-6 0 toDistribute loc2
2012-3-6 0 dailySurplus loc2
2012-3-6 47.4079 availablePoreDepth loc2
2012-3-6 250 EHD loc2
2012-3-6 3563.43 SD loc2
2012-3-6 -3.81343 G loc2
2012-3-6 0.310368 theta_EHD loc2
2012-3-6 77.5921 sw_EHD loc2
2012-3-6 0.344878 theta_soil loc2
2012-3-6 0 dsc loc2
2012-3-6 0 infil2 loc3
2012-3-6 0 infil loc3
2012-3-6 0 toDistribute loc3
2012-3-6 0 dailySurplus loc3
2012-3-6 225 availablePoreDepth loc3
2012-3-6 500 EHD loc3
2012-3-6 3587.74 SD loc3
2012-3-6 -4.08774 G loc3
2012-3-6 0.45 theta_EHD loc3
2012-3-6 225 sw_EHD loc3
2012-3-6 0.449967 theta_soil loc3
2012-3-6 0 dsc loc3
2012-3-7 0 infil2 loc1
2012-3-7 0 infil loc1
2012-3-7 0 toDistribute loc1
2012-3-7 0 dailySurplus loc1
2012-3-7 4.53324 availablePoreDepth loc1
2012-3-7 111.111 EHD loc1
2012-3-7 2137.61 SD loc1
2012-3-7 -2.24872 G loc1
2012-3-7 0.409201 theta_EHD loc1
2012-3-7 45.4667 sw_EHD loc1
2012-3-7 0.284133 theta_soil loc1
2012-3-7 0 dsc loc1
2012-3-7 0 infil2 loc2
2012-3-7 0 infil loc2
2012-3-7 0 toDistribute loc2
2012-3-7 0 dailySurplus loc2
2012-3-7 47.4079 availablePoreDepth loc2
2012-3-7 250 EHD loc2
2012-3-7 3563.32 SD loc2
2012-3-7 -3.81332 G loc2
2012-3-7 0.310368 theta_EHD loc2
2012-3-7 77.5921 sw_EHD loc2
2012-3-7 0.344888 theta_soil loc2
2012-3-7 0 dsc loc2
2012-3-7 0 infil2 loc3
2012-3-7 0 infil loc3
2012-3-7 0 toDistribute loc3
2012-3-7 0 dailySurplus loc3
2012-3-7 225 availablePoreDepth loc3
2012-3-7 500 EHD loc3
2012-3-7 3587.83 SD loc3
2012-3-7 -4.08783 G loc3
2012-3-7 0.45 theta_EHD loc3
2012-3-7 225 sw_EHD loc3
2012-3-7 0.449956 theta_soil loc3
2012-3-7 0 dsc loc3
2012-3-8 0.674161 infil2 loc1
2012-3-8 0 infil loc1
2012-3-8 0 toDistribute loc1
2012-3-8 0 dailySurplus loc1
2012-3-8 4.53324 availablePoreDepth loc1
2012-3-8 111.111 EHD loc1
2012-3-8 2137.55 SD loc1
2012-3-8 -2.24866 G loc1
2012-3-8 0.403133 theta_EHD loc1
2012-3-8 44.7925 sw_EHD loc1
2012-3-8 0.284456 theta_soil loc1
2012-3-8 0 dsc loc1
2012-3-8 0 infil2 loc2
2012-3-8 0 infil loc2
2012-3-8 0 toDistribute loc2
2012-3-8 0 dailySurplus loc2
2012-3-8 47.4079 availablePoreDepth loc2
2012-3-8 250 EHD loc2
2012-3-8 3563.22 SD loc2
2012-3-8 -3.81322 G loc2
2012-3-8 0.310368 theta_EHD loc2
2012-3-8 77.5921 sw_EHD loc2
2012-3-8 0.344899 theta_soil loc2
2012-3-8 0 dsc loc2
2012-3-8 0 infil2 loc3
2012-3-8 0 infil loc3
2012-3-8 0 toDistribute loc3
2012-3-8 0 dailySurplus loc3
2012-3-8 225 availablePoreDepth loc3
2012-3-8 500 EHD loc3
2012-3-8 3587.92 SD loc3
2012-3-8 -4.08792 G loc3
2012-3-8 0.45 theta_EHD loc3
2012-3-8 225 sw_EHD loc3
2012-3-8 0.449944 theta_soil loc3
2012-3-8 0 dsc loc3
2012-3-9 0.461126 infil2 loc1
2012-3-9 0 infil loc1
2012-3-9 0 toDistribute loc1
2012-3-9 0 dailySurplus loc1
2012-3-9 5.2074 availablePoreDepth loc1
2012-3-9 111.111 EHD loc1
2012-3-9 2137.49 SD loc1
2012-3-9 -2.2486 G loc1
2012-3-9 0.398983 theta_EHD loc1
2012-3-9 44.3314 sw_EHD loc1
2012-3-9 0.28468 theta_soil loc1
2012-3-9 0 dsc loc1
2012-3-9 0 infil2 loc2
2012-3-9 0 infil loc2
2012-3-9 0 toDistribute loc2
2012-3-9 0 dailySurplus loc2
2012-3-9 47.4079 availablePoreDepth loc2
2012-3-9 250 EHD loc2
2012-3-9 3563.11 SD loc2
2012-3-9 -3.81311 G loc2
2012-3-9 0.310368 theta_EHD loc2
2012-3-9 77.5921 sw_EHD loc2
2012-3-9 0.344909 theta_soil loc2
2012-3-9 0 dsc loc2
2012-3-9 0 infil2 loc3
2012-3-9 0 infil loc3
2012-3-9 0 toDistribute loc3
2012-3-9 0 dailySurplus loc3
2012-3-9 225 availablePoreDepth loc3
2012-3-9 500 EHD loc3
2012-3-9 3588.01 SD loc3
2012-3-9 -4.08801 G loc3
2012-3-9 0.45 theta_EHD loc3
2012-3-9 225 sw_EHD loc3
2012-3-9 0.449933 theta_soil loc3
2012-3-9 0 dsc loc3
2012-3-10 0.315411 infil2 loc1
2012-3-10 0 infil loc1
2012-3-10 0 toDistribute loc1
