date rr tm swe accumulation melt
2014-2-22 0 1.28 35.6705 6.52 1.69541
2014-2-23 3.02 3.17 40.4951 0 6.03482
2014-2-24 0.39 4.7 34.4603 0 10.4741
2014-2-25 0 5.17 23.9861 0 11.9693
2014-2-26 0.73 3.83 12.0169 0 7.86429
2014-2-27 7.67 2.73 4.15257 0 4.15257
2014-2-28 0.19 3.84 0 0 0
2014-3-1 5.69 2.99 0 0 0
2014-3-2 6.5 1.56 0 0 0
2014-3-3 0 1.47 0 5.38 0
2014-3-4 1.22 2.52 5.38 0 4.37665
2014-3-5 0.95 2.58 1.00335 0 1.00335
2014-3-6 2.94 2.93 0 0 0
2014-3-7 4.3 4.84 0 0 0
2014-3-8 10.47 5.05 0 0 0
2014-3-9 0.02 5.46 0 0 0
2014-3-10 0.02 5.56 0 0 0
2014-3-11 0.95 4.65 0 0 0
2014-3-12 0 3.66 0 0 0
2014-3-13 0 2.19 0 0 0
2014-3-14 0 3.9 0 0 0
2014-3-15 0 4.52 0 0 0
2014-3-16 0 4.89 0 0 0
2014-3-17 0.32 2.63 0 0 0
2014-3-18 0 3.51 0 0 0
2014-3-19 0.12 2.46 0 0 0
2014-3-20 0 0.36 0 2.1 0
2014-3-21 0.19 5.78 2.1 0 2.1
2014-3-22 0 5.87 0 0 0
2014-3-23 5.36 3.58 0 0 0
2014-3-24 0 3.12 0 0 0
2014-3-25 0 3.29 0 0 0
2014-3-26 0 5.37 0 0 0
2014-3-27 0 3.04 0 0 0
2014-3-28 0 5.42 0 0 0
2014-3-29 0 6.25 0 0 0
2014-3-30 0 6.2 0 0 0
2014-3-31 0 7 0 0 0
2014-4-1 0 4.13 0 0 0
2014-4-2 0 3.65 0 0 0
2014-4-3 0 4.61 0 0 0
2014-4-4 0 3.95 0 0 0
2014-4-5 0 3.92 0 0 0
2014-4-6 4.59 2.12 0 0 0
2014-4-7 11.01 6.3 0 0 0
2014-4-8 0.91 8.17 0 0 0
2014-4-9 16.49 4.97 0 0 0
2014-4-10 3.73 2.63 0 0 0
2014-4-11 0.47 3.62 0 0 0
2014-4-12 0.02 5.93 0 0 0
2014-4-13 5.52 5.26 0 0 0
2014-4-14 0 6.84 0 0 0
2014-4-15 0 7.35 0 0 0
2014-4-16 0 5.11 0 0 0
2014-4-17 0 7.5 0 0 0
2014-4-18 14.56 5.91 0 0 0
2014-4-19 0 6.21 0 0 0
2014-4-20 0 7.63 0 0 0
2014-4-21 0 10.5 0 0 0
2014-4-22 0 13.29 0 0 0
2014-4-23 0 14.14 0 0 0
2014-4-24 0 9.85 0 0 0
2014-4-25 0 7.69 0 0 0
2014-4-26 0 9.36 0 0 0
2014-4-27 0 12.25 0 0 0
2014-4-28 0 13.59 0 0 0
2014-4-29 0 13.02 0 0 0
2014-4-30 0 6.53 0 0 0
2014-5-1 0 5.71 0 0 0
2014-5-2 0 5.91 0 0 0
2014-5-3 0 6.45 0 0 0
2014-5-4 0 6.32 0 0 0
2014-5-5 0 6.66 0 0 0
2014-5-6 1.83 7.26 0 0 0
2014-5-7 22.41 6.26 0 0 0
2014-5-8 2.38 3.31 0 0 0
2014-5-9 0.13 4.67 0 0 0
2014-5-10 0 6.35 0 0 0
2014-5-11 0 8.47 0 0 0
2014-5-12 0.82 9.25 0 0 0
2014-5-13 2.45 8.92 0 0 0
2014-5-14 1.67 9.77 0 0 0
2014-5-15 0 9.16 0 0 0
2014-5-16 0.26 10.8 0 0 0
2014-5-17 0 13.81 0 0 0
2014-5-18 0 13.83 0 0 0
2014-5-19 0.57 16.17 0 0 0
2014-5-20 3.59 16.21 0 0 0
2014-5-21 0 14.65 0 0 0
2014-5-22 1.75 15.92 0 0 0
2014-5-23 0 19.27 0 0 0
2014-5-24 3.37 19.26 0 0 0
2014-5-25 0.03 17.2 0 0 0
2014-5-26 2.78 13.62 0 0 0
2014-5-27 0 16.32 0 0 0
2014-5-28 0 12.16 0 0 0
2014-5-29 0 12.55 0 0 0
2014-5-30 0 16.24 0 0 0
2014-5-31 0.02 18.28 0 0 0
2014-6-1 0 15.72 0 0 0
2014-6-2 0 16.53 0 0 0
2014-6-3 0 18.42 0 0 0
2014-6-4 1.93 17.63 0 0 0
2014-6-5 4.41 14.86 0 0 0
2014-6-6 9.44 14.62 0 0 0
2014-6-7 0.01 14.38 0 0 0
2014-6-8 0 15.67 0 0 0
2014-6-9 0 17.85 0 0 0
2014-6-10 0 19.15 0 0 0
2014-6-11 0.13 20.45 0 0 0
2014-6-12 0 19.13 0 0 0
2014-6-13 0 16.89 0 0 0
2014-6-14 0.72 14.54 0 0 0
2014-6-15 0 15.65 0 0 0
2014-6-16 0.62 17.3 0 0 0
2014-6-17 0 14.49 0 0 0
2014-6-18 0.02 15.04 0 0 0
2014-6-19 0 19.23 0 0 0
2014-6-20 1.04 14.2 0 0 0
2014-6-21 0 11.89 0 0 0
2014-6-22 0.02 11.91 0 0 0
2014-6-23 0.5 13.29 0 0 0
2014-6-24 0 13.34 0 0 0
2014-6-25 0 15.03 0 0 0
2014-6-26 0 15.47 0 0 0
2014-6-27 8.2 12.78 0 0 0
2014-6-28 0.06 12.71 0 0 0
2014-6-29 0.43 11.32 0 0 0
2014-6-30 0 13.2 0 0 0
2014-7-1 0.18 13.86 0 0 0
2014-7-2 4.26 14.34 0 0 0
2014-7-3 0.06 16.96 0 0 0
2014-7-4 0.06 15.97 0 0 0
2014-7-5 0 16.71 0 0 0
2014-7-6 1.31 20.94 0 0 0
2014-7-7 0.01 19.45 0 0 0
2014-7-8 9.52 18.01 0 0 0
2014-7-9 2.35 22.03 0 0 0
2014-7-10 0 23.88 0 0 0
2014-7-11 0 22.99 0 0 0
2014-7-12 0 22.21 0 0 0
2014-7-13 0 19.76 0 0 0
2014-7-14 0.25 19.95 0 0 0
2014-7-15 8.69 18.8 0 0 0
2014-7-16 0.14 17.56 0 0 0
2014-7-17 0 19.55 0 0 0
2014-7-18 3.97 16.49 0 0 0
2014-7-19 0 18.61 0 0 0
2014-7-20 0 21.07 0 0 0
2014-7-21 0 21.15 0 0 0
2014-7-22 0 23.68 0 0 0
2014-7-23 0 23.8 0 0 0
2014-7-24 0 24.88 0 0 0
2014-7-25 6.4 23.81 0 0 0
2014-7-26 0 24.38 0 0 0
2014-7-27 0.34 24.28 0 0 0
2014-7-28 4.61 19.36 0 0 0
2014-7-29 0 21.26 0 0 0
2014-7-30 0 20.94 0 0 0
2014-7-31 0 20.1 0 0 0
2014-8-1 0 19.21 0 0 0
2014-8-2 0.94 19.09 0 0 0
2014-8-3 1.61 19.94 0 0 0
2014-8-4 13.81 19.97 0 0 0
2014-8-5 10.4 18.85 0 0 0
2014-8-6 0 17.07 0 0 0
2014-8-7 0 18.28 0 0 0
2014-8-8 0 19.08 0 0 0
2014-8-9 0 18.58 0 0 0
2014-8-10 6.64 18.11 0 0 0
2014-8-11 6.27 17.51 0 0 0
2014-8-12 20.39 14.92 0 0 0
2014-8-13 9.37 13.81 0 0 0
2014-8-14 14.04 13.87 0 0 0
2014-8-15 0.24 13.8 0 0 0
2014-8-16 0 15.66 0 0 0
2014-8-17 0 15.21 0 0 0
2014-8-18 0.15 13.42 0 0 0
2014-8-19 2.27 12.38 0 0 0
2014-8-20 0.02 13.28 0 0 0
2014-8-21 4.04 13.67 0 0 0
2014-8-22 1.84 13.51 0 0 0
2014-8-23 4.04 12.66 0 0 0
2014-8-24 7.99 11.92 0 0 0
2014-8-25 0.01 13.04 0 0 0
2014-8-26 3.3 12.19 0 0 0
2014-8-27 0.05 13.67 0 0 0
2014-8-28 0 15.88 0 0 0
2014-8-29 0 14.61 0 0 0
2014-8-30 0.01 15.7 0 0 0
2014-8-31 3.02 13.19 0 0 0
2014-9-1 0 11.75 0 0 0
2014-9-2 0 13.82 0 0 0
2014-9-3 0 16.07 0 0 0
2014-9-4 0 15.64 0 0 0
2014-9-5 0 15.6 0 0 0
2014-9-6 0 13.98 0 0 0
2014-9-7 0 16.82 0 0 0
2014-9-8 10.34 16.36 0 0 0
2014-9-9 5.8 13.52 0 0 0
2014-9-10 6.99 13.74 0 0 0
2014-9-11 0 13.37 0 0 0
2014-9-12 0 14.45 0 0 0
2014-9-13 0.02 12.67 0 0 0
2014-9-14 0 12.82 0 0 0
2014-9-15 0 12.77 0 0 0
2014-9-16 0 12.75 0 0 0
2014-9-17 0 12.77 0 0 0
2014-9-18 0 11.57 0 0 0
2014-9-19 0 10.92 0 0 0
2014-9-20 0.03 11.54 0 0 0
2014-9-21 6.34 12.92 0 0 0
2014-9-22 0.89 10.78 0 0 0
2014-9-23 0 7.67 0 0 0
2014-9-24 0 8.45 0 0 0
2014-9-25 3.05 8.13 0 0 0
2014-9-26 0.02 10.62 0 0 0
2014-9-27 0 12.48 0 0 0
2014-9-28 0 13.35 0 0 0
2014-9-29 0 13.32 0 0 0
2014-9-30 0 10.02 0 0 0
2014-10-1 0 8.45 0 0 0
2014-10-2 10.5 11.18 0 0 0
2014-10-3 0 10.4 0 0 0
2014-10-4 0 12.5 0 0 0
2014-10-5 5.05 12.57 0 0 0
2014-10-6 0.02 12.17 0 0 0
2014-10-7 0.04 9.22 0 0 0
2014-10-8 17.61 8.32 0 0 0
2014-10-9 10.78 9.66 0 0 0
2014-10-10 39.9 11.01 0 0 0
2014-10-11 7.43 9.95 0 0 0
2014-10-12 29.21 10.06 0 0 0
2014-10-13 16.18 7.06 0 0 0
2014-10-14 0 4.88 0 0 0
2014-10-15 0.05 6.82 0 0 0
2014-10-16 0.65 5.92 0 0 0
2014-10-17 14.55 1.86 0 0 0
2014-10-18 11.74 4.26 0 0 0
2014-10-19 24.09 9.93 0 0 0
2014-10-20 1.74 11.82 0 0 0
2014-10-21 2.13 9.98 0 0 0
2014-10-22 4.31 8.79 0 0 0
2014-10-23 7.53 4.93 0 0 0
2014-10-24 22.89 9.17 0 0 0
2014-10-25 16.16 11.81 0 0 0
2014-10-26 0.02 10.57 0 0 0
2014-10-27 0 12.02 0 0 0
2014-10-28 0 13.48 0 0 0
2014-10-29 12.81 12.72 0 0 0
2014-10-30 0 5.3 0 0 0
2014-10-31 0 3.76 0 0 0
2014-11-1 8.38 4.59 0 0 0
2014-11-2 5.6 9.1 0 0 0
2014-11-3 12.74 11.24 0 0 0
2014-11-4 14.89 8.64 0 0 0
2014-11-5 0 5.14 0 0 0
2014-11-6 0 2.06 0 0 0
2014-11-7 0 -0.31 0 0.03 0
2014-11-8 0 1.26 0.03 0.78 0.03
2014-11-9 7.95 7.12 0.78 0 0.78
2014-11-10 0.17 8.63 0 0 0
2014-11-11 10.66 7.28 0 0 0
2014-11-12 0 6.05 0 0 0
2014-11-13 3.55 6.33 0 0 0
2014-11-14 13.74 5.3 0 0 0
2014-11-15 0.5 6.03 0 0 0
2014-11-16 0.69 5.3 0 0 0
2014-11-17 1.1 4.46 0 0 0
2014-11-18 1.21 3.41 0 0 0
2014-11-19 0.83 3.81 0 0 0
2014-11-20 0.46 2.83 0 0 0
2014-11-21 1.78 1.52 0 0 0
2014-11-22 0.02 1.7 0 0 0
2014-11-23 0.02 1.58 0 0 0
2014-11-24 20.89 5.25 0 0 0
2014-11-25 1.78 3.22 0 0 0
2014-11-26 0 -0.05 0 0.02 0
2014-11-27 0 -1.45 0.02 0 0
2014-11-28 0 -0.67 0.02 0.52 0
2014-11-29 0 0.64 0.54 0.08 0.54
2014-11-30 0 0.28 0.08 0.03 0.08
2014-12-1 0 0.06 0.03 0 0.0233665
2014-12-2 0 -1.38 0.00663354 0.08 0
2014-12-3 0 -1.56 0.0866335 1.8 0
2014-12-4 0 -3 1.88663 0 0
2014-12-5 0 0.24 1.88663 0.28 0.162734
2014-12-6 0 0.17 2.0039 6.26 0.100418
2014-12-7 0 -0.32 8.16348 0.16 0
2014-12-8 1.85 4.06 8.32348 0 8.32348
2014-12-9 0 -1.46 0 0 0
2014-12-10 0 0.41 0 22.73 0
2014-12-11 0.34 3.31 22.73 0 6.41122
2014-12-12 0.04 1.7 16.3188 0 2.52238
2014-12-13 0 0.26 13.7964 0.04 0.18203
2014-12-14 0 -1.58 13.6544 0.01 0
2014-12-15 3.88 4.17 13.6644 0 8.85874
2014-12-16 0.01 1.97 4.80564 0 3.10052
2014-12-17 0 -1.37 1.70512 0.3 0
2014-12-18 0 -3.82 2.00512 2.56 0
2014-12-19 0 -0.35 4.56512 0 0
2014-12-20 0 0.17 4.56512 0 0.100418
2014-12-21 0 -2.67 4.46471 0 0
2014-12-22 0 -0.6 4.46471 3.37 0
2014-12-23 0 -0.85 7.83471 0 0
2014-12-24 0 -2.13 7.83471 0 0
2014-12-25 0 -5.49 7.83471 0 0
2014-12-26 0 -12.69 7.83471 0 0
2014-12-27 0 -11.23 7.83471 0.04 0
2014-12-28 0 -11.46 7.87471 0 0
2014-12-29 0 -10.43 7.87471 0 0
2014-12-30 0 -5.92 7.87471 0.39 0
2014-12-31 0 -4.09 8.26471 0 0
2015-1-1 0 -0.55 8.26471 0.09 0
2015-1-2 0.14 5.2 8.35471 0 8.35471
2015-1-3 0 4.58 0 0 0
2015-1-4 0 1.13 0 0 0
2015-1-5 0 -1.89 0 0 0
2015-1-6 0 -0.29 0 1.24 0
2015-1-7 18.97 2.72 1.24 0 1.24
2015-1-8 5.42 2.51 0 0 0
2015-1-9 0 1.89 0 0 0
2015-1-10 0 -2.25 0 1.71 0
2015-1-11 0 0.52 1.71 13.44 0.480381
2015-1-12 0 -4.72 14.6696 6.17 0
2015-1-13 0 0.65 20.8396 0.19 0.656538
2015-1-14 0 1.25 20.3731 0.7 1.64004
2015-1-15 0 -0.56 19.433 0.29 0
2015-1-16 23.24 2.08 19.723 0 3.34557
2015-1-17 0.85 3.34 16.3775 0 6.49271
2015-1-18 0 1.75 9.88476 0 2.62685
2015-1-19 0 -0.49 7.25791 1.69 0
2015-1-20 0 -2.07 8.94791 8.25 0
2015-1-21 0 -1.13 17.1979 4.53 0
2015-1-22 0 -1.68 21.7279 3.68 0
2015-1-23 0 -6.02 25.4079 2.16 0
2015-1-24 0 -4.16 27.5679 5.89 0
2015-1-25 0 -1 33.4579 7.98 0
2015-1-26 0 -2.21 41.4379 2.63 0
2015-1-27 0 0.84 44.0679 6.98 0.940096
2015-1-28 0 0.1 50.1078 2.34 0.0477729
2015-1-29 12.38 2 52.4 0 3.16682
2015-1-30 0 0.54 49.2332 2.49 0.506445
2015-1-31 0 -0.5 51.2168 0.11 0
2015-2-1 0 -0.62 51.3268 0.05 0
2015-2-2 0 -2.39 51.3768 0.2 0
2015-2-3 0 -3.62 51.5768 0.27 0
2015-2-4 0 -5.91 51.8468 0 0
2015-2-5 0 -8.29 51.8468 0 0
2015-2-6 0 -6.61 51.8468 0.02 0
2015-2-7 0 -4.68 51.8668 0 0
2015-2-8 0 0.4 51.8668 0 0.33271
2015-2-9 0 0.7 51.5341 0 0.728314
2015-2-10 0 3.05 50.8058 0 5.71743
2015-2-11 0 3.05 45.0883 0 5.71743
2015-2-12 0 0.54 39.3709 0 0.506445
2015-2-13 0 -0.38 38.8644 0 0
2015-2-14 0.8 1.57 38.8644 0 2.25653
2015-2-15 0 1.26 36.6079 0 1.65844
2015-2-16 0 -0.42 34.9495 0 0
2015-2-17 0 -0.25 34.9495 1.54 0
2015-2-18 1.32 2.59 36.4895 0 4.5478
2015-2-19 0 4.63 31.9417 0 10.2564
2015-2-20 0 4.74 21.6853 0 10.5991
2015-2-21 0 2.61 11.0861 0 4.59704
2015-2-22 0 -0.27 6.48911 0 0
2015-2-23 0 1.12 6.48911 4.14 1.40633
2015-2-24 0 1.47 9.22278 15.03 2.05791
2015-2-25 7.5 2.79 22.1949 0 5.04693
2015-2-26 0 2.88 17.148 0 5.27632
2015-2-27 8.43 2.28 11.8716 0 3.80443
2015-2-28 0 0.8 8.0672 2.15 0.878026
2015-3-1 10.3 2.26 9.33918 0 3.75779
2015-3-2 12.79 2.3 5.58138 0 3.85124
2015-3-3 0 2.7 1.73014 0 1.73014
2015-3-4 0 -0.2 0 0 0
2015-3-5 0 -0.51 0 0 0
2015-3-6 0 2.9 0 0 0
2015-3-7 0 5.7 0 0 0
2015-3-8 0 6.14 0 0 0
2015-3-9 0 4.73 0 0 0
2015-3-10 2.88 4.7 0 0 0
2015-3-11 0 7.55 0 0 0
2015-3-12 0 4.1 0 0 0
2015-3-13 0 2.28 0 0 0
2015-3-14 0 0.8 0 0 0
2015-3-15 0 2.72 0 0 0
2015-3-16 0 4.54 0 0 0
2015-3-17 0 4.1 0 0 0
2015-3-18 0 4.41 0 0 0
2015-3-19 2.92 3.15 0 0 0
2015-3-20 0.57 2.43 0 0 0
2015-3-21 1.86 3.07 0 0 0
2015-3-22 0 0.02 0 0 0
2015-3-23 0 1.43 0 3.1 0
2015-3-24 0.09 4.35 3.1 0 3.1
2015-3-25 0 6.3 0 0 0
2015-3-26 0 0.54 0 12.24 0
2015-3-27 0 0.22 12.24 26.83 0.14407
2015-3-28 0 1.2 38.9259 0 1.54894
2015-3-29 3.99 2.4 37.377 0 4.08768
2015-3-30 6.18 3.47 33.2893 0 6.84924
2015-3-31 2 1.76 26.4401 0 2.64788
2015-4-1 0 2.23 23.7922 0 3.68815
2015-4-2 0 4.22 20.104 0 9.0078
2015-4-3 0 4.06 11.0962 0 8.53331
2015-4-4 0 4.02 2.56292 0 2.56292
2015-4-5 0 2.5 0 0 0
2015-4-6 0 3.15 0 0 0
2015-4-7 0 5.47 0 0 0
2015-4-8 0 10.75 0 0 0
2015-4-9 0 7.48 0 0 0
2015-4-10 0 8.13 0 0 0
2015-4-11 0 7.47 0 0 0
2015-4-12 1.28 6.35 0 0 0
2015-4-13 0 6.13 0 0 0
2015-4-14 0 5.28 0 0 0
2015-4-15 1.53 3.83 0 0 0
2015-4-16 1.08 5.24 0 0 0
2015-4-17 0 7.28 0 0 0
2015-4-18 0 6.68 0 0 0
2015-4-19 0.02 7.91 0 0 0
2015-4-20 0 11.03 0 0 0
2015-4-21 0.02 13.89 0 0 0
2015-4-22 0 9.66 0 0 0
2015-4-23 0 12.95 0 0 0
2015-4-24 0 9.22 0 0 0
2015-4-25 0.24 7.51 0 0 0
2015-4-26 2.13 6.64 0 0 0
2015-4-27 0.02 5.46 0 0 0
2015-4-28 0.02 4.3 0 0 0
2015-4-29 0 5.48 0 0 0
2015-4-30 6.19 6.31 0 0 0
2015-5-1 0.55 5.88 0 0 0
2015-5-2 0 7.34 0 0 0
2015-5-3 0 7.99 0 0 0
2015-5-4 0.05 8.93 0 0 0
2015-5-5 6.71 6.66 0 0 0
2015-5-6 18.14 9.95 0 0 0
2015-5-7 3.44 10.13 0 0 0
2015-5-8 6.04 7.8 0 0 0
2015-5-9 0 7.65 0 0 0
2015-5-10 15.6 6.51 0 0 0
2015-5-11 0.84 9 0 0 0
2015-5-12 12.64 9.63 0 0 0
2015-5-13 9.64 7.57 0 0 0
2015-5-14 0.59 10.25 0 0 0
2015-5-15 0 8.93 0 0 0
2015-5-16 0 10.15 0 0 0
2015-5-17 7.38 7.48 0 0 0
2015-5-18 0 6.75 0 0 0
2015-5-19 0.87 9.65 0 0 0
2015-5-20 5.1 8.03 0 0 0
2015-5-21 0 8.9 0 0 0
2015-5-22 0.04 10.42 0 0 0
2015-5-23 0.56 9.32 0 0 0
2015-5-24 0 11 0 0 0
2015-5-25 6.16 9.19 0 0 0
2015-5-26 1.65 10.25 0 0 0
2015-5-27 0.23 10.22 0 0 0
2015-5-28 0 11.48 0 0 0
2015-5-29 8.89 8.47 0 0 0
2015-5-30 11.56 9.96 0 0 0
2015-5-31 6.55 7.04 0 0 0
2015-6-1 4.95 11.46 0 0 0
2015-6-2 0.13 10.22 0 0 0
2015-6-3 26.05 9.28 0 0 0
2015-6-4 0 12.46 0 0 0
2015-6-5 0 12.88 0 0 0
2015-6-6 0.99 13.14 0 0 0
2015-6-7 14.05 12.57 0 0 0
2015-6-8 0 12.83 0 0 0
2015-6-9 0 12 0 0 0
2015-6-10 0 13.42 0 0 0
2015-6-11 0 14.15 0 0 0
2015-6-12 0 16.13 0 0 0
2015-6-13 0 16.25 0 0 0
2015-6-14 0 14.77 0 0 0
2015-6-15 2.86 12.68 0 0 0
2015-6-16 0 12.78 0 0 0
2015-6-17 0 13.88 0 0 0
2015-6-18 9.58 10.19 0 0 0
2015-6-19 1.67 12.06 0 0 0
2015-6-20 0 14.93 0 0 0
2015-6-21 0 17.26 0 0 0
2015-6-22 0 15.19 0 0 0
2015-6-23 1.38 14.45 0 0 0
2015-6-24 0.77 16.22 0 0 0
2015-6-25 1.27 14.28 0 0 0
2015-6-26 0.16 12.54 0 0 0
2015-6-27 0 14.48 0 0 0
2015-6-28 0 15.64 0 0 0
2015-6-29 0.48 14.34 0 0 0
2015-6-30 0.44 16.4 0 0 0
2015-7-1 0 18.78 0 0 0
2015-7-2 0 18.96 0 0 0
2015-7-3 0 19.22 0 0 0
2015-7-4 0 19.42 0 0 0
2015-7-5 0 18.21 0 0 0
2015-7-6 9.73 20.39 0 0 0
2015-7-7 7.47 15.64 0 0 0
2015-7-8 1.98 17.09 0 0 0
2015-7-9 28.03 13.08 0 0 0
2015-7-10 0.16 14.07 0 0 0
2015-7-11 0 14.77 0 0 0
2015-7-12 0 16.48 0 0 0
2015-7-13 0.03 16.56 0 0 0
2015-7-14 7.84 15.57 0 0 0
2015-7-15 0 16.3 0 0 0
2015-7-16 4.15 15.76 0 0 0
2015-7-17 0.15 14.04 0 0 0
2015-7-18 2.56 15.83 0 0 0
2015-7-19 0.32 14.86 0 0 0
2015-7-20 1.06 16.1 0 0 0
2015-7-21 0.01 17.12 0 0 0
2015-7-22 4.92 13.93 0 0 0
2015-7-23 0 16.42 0 0 0
2015-7-24 0 15.31 0 0 0
2015-7-25 0 14.03 0 0 0
2015-7-26 8.35 12.54 0 0 0
2015-7-27 14.87 12.05 0 0 0
2015-7-28 5.79 14.93 0 0 0
2015-7-29 3.03 14.52 0 0 0
2015-7-30 7.48 13.75 0 0 0
2015-7-31 0.04 16.59 0 0 0
2015-8-1 0 13.66 0 0 0
2015-8-2 5.99 14.87 0 0 0
2015-8-3 0.02 13.29 0 0 0
2015-8-4 0 14.32 0 0 0
2015-8-5 38.42 15.92 0 0 0
2015-8-6 0.32 16.35 0 0 0
2015-8-7 1.07 15.05 0 0 0
2015-8-8 17.07 16.2 0 0 0
2015-8-9 0.02 15.99 0 0 0
2015-8-10 0.03 15.84 0 0 0
2015-8-11 0 15.73 0 0 0
2015-8-12 0.46 15.14 0 0 0
2015-8-13 0 15.35 0 0 0
2015-8-14 0 15.5 0 0 0
2015-8-15 0 17.34 0 0 0
2015-8-16 0 19.31 0 0 0
2015-8-17 0.02 17.62 0 0 0
2015-8-18 0 16.99 0 0 0
2015-8-19 0 16.51 0 0 0
2015-8-20 0.02 16.95 0 0 0
2015-8-21 0.02 16.06 0 0 0
2015-8-22 0 15.48 0 0 0
2015-8-23 0 16.02 0 0 0
2015-8-24 0 17.85 0 0 0
2015-8-25 8.33 17.51 0 0 0
2015-8-26 25.56 16.03 0 0 0
2015-8-27 28.13 16.11 0 0 0
2015-8-28 16.92 13.98 0 0 0
2015-8-29 0.03 14.94 0 0 0
2015-8-30 0 15.51 0 0 0
2015-8-31 0 15.95 0 0 0
2015-9-1 0.07 15.38 0 0 0
2015-9-2 43.85 12.96 0 0 0
2015-9-3 26.31 13.12 0 0 0
2015-9-4 11.33 11.81 0 0 0
2015-9-5 1.87 12.77 0 0 0
2015-9-6 4 11.5 0 0 0
2015-9-7 0 10.1 0 0 0
2015-9-8 0 13.16 0 0 0
2015-9-9 0 13.24 0 0 0
2015-9-10 0 13.18 0 0 0
2015-9-11 0.02 13.63 0 0 0
2015-9-12 0 14.28 0 0 0
2015-9-13 0.89 13.85 0 0 0
2015-9-14 2.18 14.67 0 0 0
2015-9-15 2.59 14.74 0 0 0
2015-9-16 12.01 12.05 0 0 0
2015-9-17 15.48 11.95 0 0 0
2015-9-18 35.21 14.1 0 0 0
2015-9-19 0.04 14.01 0 0 0
2015-9-20 0.82 11.92 0 0 0
2015-9-21 0.16 10.77 0 0 0
2015-9-22 0.27 10.31 0 0 0
2015-9-23 4.07 10.53 0 0 0
2015-9-24 0.3 11.95 0 0 0
2015-9-25 12.17 12.49 0 0 0
2015-9-26 0 10.24 0 0 0
2015-9-27 0 8.55 0 0 0
2015-9-28 0 8.48 0 0 0
2015-9-29 0 8.88 0 0 0
2015-9-30 0 10.16 0 0 0
2015-10-1 0 11.33 0 0 0
2015-10-2 0 11.06 0 0 0
2015-10-3 0 10.64 0 0 0
2015-10-4 0 9.8 0 0 0
2015-10-5 0.04 8.73 0 0 0
2015-10-6 0 9.91 0 0 0
2015-10-7 0 8.18 0 0 0
2015-10-8 0 7.43 0 0 0
2015-10-9 0 8.03 0 0 0
2015-10-10 0 7.28 0 0 0
2015-10-11 0 8.02 0 0 0
2015-10-12 0.5 8.15 0 0 0
2015-10-13 0.02 7.29 0 0 0
2015-10-14 0 4.5 0 0 0
2015-10-15 0 2.54 0 0 0
2015-10-16 0 3.11 0 0 0
2015-10-17 0 1.29 0 0.03 0
2015-10-18 0.03 1.97 0.03 0 0.03
2015-10-19 0 3.59 0 0 0
2015-10-20 0 4.31 0 0 0
2015-10-21 1.08 5.92 0 0 0
2015-10-22 5.64 7.84 0 0 0
2015-10-23 0.15 10.68 0 0 0
2015-10-24 0 8.76 0 0 0
2015-10-25 2.3 9.47 0 0 0
2015-10-26 0 7.61 0 0 0
2015-10-27 0 6 0 0 0
2015-10-28 0 4.56 0 0 0
2015-10-29 0 6.41 0 0 0
2015-10-30 0 6.13 0 0 0
2015-10-31 0.85 6.69 0 0 0
2015-11-1 0.02 8.98 0 0 0
2015-11-2 0 7.65 0 0 0
2015-11-3 0 6.36 0 0 0
2015-11-4 0.03 7.96 0 0 0
2015-11-5 0 5.18 0 0 0
2015-11-6 1.69 5.42 0 0 0
2015-11-7 12.95 8.03 0 0 0
2015-11-8 11.03 10 0 0 0
2015-11-9 6.24 7.17 0 0 0
2015-11-10 0 6.97 0 0 0
2015-11-11 0 5.65 0 0 0
2015-11-12 1.47 4.95 0 0 0
2015-11-13 2.07 4.82 0 0 0
2015-11-14 2.49 6.06 0 0 0
2015-11-15 0 3.23 0 0 0
2015-11-16 0 2.09 0 0 0
2015-11-17 4.88 1.94 0 0 0
2015-11-18 0 2.63 0 0 0
2015-11-19 0 0.69 0 1.62 0
2015-11-20 0 -0.97 1.62 0.77 0
2015-11-21 0 -4.67 2.39 0 0
2015-11-22 0 -3.58 2.39 0 0
2015-11-23 0 -6.45 2.39 0 0
2015-11-24 0 -5.92 2.39 2.39 0
2015-11-25 14.57 3.66 4.78 0 4.78
2015-11-26 0 0.77 0 0 0
2015-11-27 0 0.93 0 0 0
2015-11-28 15.05 9.02 0 0 0
2015-11-29 9.23 4 0 0 0
2015-11-30 2.11 2.64 0 0 0
2015-12-1 0 0.47 0 0 0
2015-12-2 0 0.73 0 0.03 0
2015-12-3 1.55 2.06 0.03 0 0.03
2015-12-4 0 1.13 0 12.43 0
2015-12-5 16.16 4.88 12.43 0 11.04
2015-12-6 0.07 9.75 1.39 0 1.39
2015-12-7 0 8.08 0 0 0
2015-12-8 0 2.8 0 0 0
2015-12-9 5.99 5.79 0 0 0
2015-12-10 0.3 6.39 0 0 0
2015-12-11 0 5.8 0 0 0
2015-12-12 0 -1.19 0 0 0
2015-12-13 0 -3.38 0 0 0
2015-12-14 0 -4.67 0 0 0
2015-12-15 0 -7.39 0 0 0
2015-12-16 0 -7.82 0 0.02 0
2015-12-17 0 -2.54 0.02 6.78 0
2015-12-18 0 0.58 6.8 5.97 0.559732
2015-12-19 0.02 5.64 12.2103 0 12.2103
2015-12-20 1.63 7.33 0 0 0
