date q_drain q_overland q_stream q_lake e_drain e_overland e_gully
2013-4-21 12787 251152 5.03479 0 0 0 0
2013-4-22 11518.2 284105 5.04818 0 0 0 0
2013-4-23 10875 281840 5.02964 0 0 0 0
2013-4-24 10249.1 278585 5.26768 0 0 0 0
2013-4-25 9953.65 283734 5.0898 0 0 0 0
2013-4-26 10055.4 288351 5.05109 0 0 0 0
2013-4-27 9627.68 289531 5.04893 0 0 0 0
2013-4-28 9543.23 281561 5.3566 0 0 0 0
2013-4-29 16609.8 344888 5.16092 0 0 0 0
2013-4-30 12160.9 270901 5.13758 0 0 0 0
2013-5-1 9487.8 283922 5.07218 0 0 0 0
2013-5-2 9485.79 290453 5.31798 0 0 0 0
2013-5-3 9475.92 292466 5.09467 0 0 0 0
2013-5-4 9971.72 288078 5.14508 0 0 0 0
2013-5-5 13274.5 329228 5.095 0 0 0 0
2013-5-6 9540.44 265737 5.35914 0 0 0 0
2013-5-7 9537.39 308995 5.15898 0 0 0 0
2013-5-8 9534.81 283065 5.1552 0 0 0 0
2013-5-9 14617.2 350064 5.09557 0 0 0 0
2013-5-10 14710 314036 5.38435 0 0 0 0
2013-5-11 9879.61 271823 5.10002 0 0 0 0
2013-5-12 10845 302195 5.13582 0 0 0 0
2013-5-13 12050.9 302458 5.12269 0 0 0 0
2013-5-14 13442 331658 5.33074 0 0 0 0
2013-5-15 9888.35 277576 5.16882 0 0 0 0
2013-5-16 9922.96 323869 5.20503 0 0 0 0
2013-5-17 9698.66 292422 5.08111 0 0 0 0
2013-5-18 9759.02 322048 5.41925 0 0 0 0
2013-5-19 9967.64 308166 5.20785 0 0 0 0
2013-5-20 9942.75 314894 5.21787 0 0 0 0
2013-5-21 9750.64 320075 5.08418 0 0 0 0
2013-5-22 27335.4 410637 5.43986 0 0 0 0
2013-5-23 29514.1 374737 5.15716 0 0 0 0
2013-5-24 13444.7 253529 5.12712 0 0 0 0
2013-5-25 10978.8 305261 5.16294 0 0 0 0
2013-5-26 10573.5 312477 5.40193 0 0 0 0
2013-5-27 10487.8 324890 5.20363 0 0 0 0
2013-5-28 16734.8 348059 5.25231 0 0 0 0
2013-5-29 10502.4 306722 5.18664 0 0 0 0
2013-5-30 10750.9 315024 5.39268 0 0 0 0
2013-5-31 11258.4 327416 5.23289 0 0 0 0
2013-6-1 10215.4 328291 5.20899 0 0 0 0
2013-6-2 10830.6 329561 5.19244 0 0 0 0
2013-6-3 11097.2 330805 5.48148 0 0 0 0
2013-6-4 10009.2 331897 5.21422 0 0 0 0
2013-6-5 10127.3 332761 5.23679 0 0 0 0
2013-6-6 11144.6 334163 5.28022 0 0 0 0
2013-6-7 10038.2 335149 5.42919 0 0 0 0
2013-6-8 10051.5 336459 5.23723 0 0 0 0
2013-6-9 10065.4 327467 5.27328 0 0 0 0
2013-6-10 10080.1 343691 5.20842 0 0 0 0
2013-6-11 10082.8 334420 5.43043 0 0 0 0
2013-6-12 10098.6 346073 5.32328 0 0 0 0
2013-6-13 16461.4 377014 5.27102 0 0 0 0
2013-6-14 13563.4 338850 5.21075 0 0 0 0
2013-6-15 10132 327080 5.58845 0 0 0 0
2013-6-16 13961.3 361302 5.31648 0 0 0 0
2013-6-17 10211.3 327343 5.28625 0 0 0 0
2013-6-18 10265.6 344036 5.24815 0 0 0 0
2013-6-19 10169.9 354424 5.57707 0 0 0 0
2013-6-20 13185.2 369832 5.30917 0 0 0 0
2013-6-21 10199.2 331782 5.36271 0 0 0 0
2013-6-22 16802.3 391620 5.23102 0 0 0 0
2013-6-23 12043.2 326286 5.54369 0 0 0 0
2013-6-24 14385.8 373831 5.38841 0 0 0 0
2013-6-25 10297.2 344830 5.33704 0 0 0 0
2013-6-26 10258.7 355080 5.20391 0 0 0 0
2013-6-27 32316.6 458664 5.58561 0 0 0 0
2013-6-28 11282.1 308251 5.36312 0 0 0 0
2013-6-29 10725.9 343367 5.27007 0 0 0 0
2013-6-30 24192.4 444341 5.29543 0 0 0 0
2013-7-1 11999.6 318166 5.58378 0 0 0 0
2013-7-2 11468.9 346178 5.37844 0 0 0 0
2013-7-3 11231.5 366955 5.36812 0 0 0 0
2013-7-4 13351.6 368647 5.29482 0 0 0 0
2013-7-5 10888.6 358946 5.6731 0 0 0 0
2013-7-6 10686 365518 5.33566 0 0 0 0
2013-7-7 10661.1 371433 5.34458 0 0 0 0
2013-7-8 10603.6 372660 5.2588 0 0 0 0
2013-7-9 10577.7 373710 5.61382 0 0 0 0
2013-7-10 10613.6 374281 5.38636 0 0 0 0
2013-7-11 10581.2 375341 5.38209 0 0 0 0
2013-7-12 10655.7 376868 5.28573 0 0 0 0
2013-7-13 10613.9 378131 5.66413 0 0 0 0
2013-7-14 10652.4 379224 5.40423 0 0 0 0
2013-7-15 10661.7 380276 5.39555 0 0 0 0
2013-7-16 10697.5 381501 5.30452 0 0 0 0
2013-7-17 10696.8 382678 5.67294 0 0 0 0
2013-7-18 10693.2 383843 5.44044 0 0 0 0
2013-7-19 10724.6 385202 5.38289 0 0 0 0
2013-7-20 10734.3 386488 5.31034 0 0 0 0
2013-7-21 10750.3 387577 5.72527 0 0 0 0
2013-7-22 10780.7 388906 5.4432 0 0 0 0
2013-7-23 10803.6 389970 5.42074 0 0 0 0
2013-7-24 10793.9 391101 5.3265 0 0 0 0
2013-7-25 11103.5 392400 5.42062 0 0 0 0
2013-7-26 11032.8 393850 5.42598 0 0 0 0
2013-7-27 11117.2 395045 5.41655 0 0 0 0
2013-7-28 12136.1 396183 5.423 0 0 0 0
2013-7-29 10903.1 397149 5.69934 0 0 0 0
2013-7-30 10924 398564 5.46125 0 0 0 0
2013-7-31 13899.8 411361 5.41245 0 0 0 0
2013-8-1 10931.6 395290 5.39618 0 0 0 0
2013-8-2 10956 397566 5.75225 0 0 0 0
2013-8-3 10964 403509 5.42748 0 0 0 0
2013-8-4 16395.2 441987 5.46285 0 0 0 0
2013-8-5 12018.3 386047 5.43206 0 0 0 0
2013-8-6 11675.7 404218 5.73727 0 0 0 0
2013-8-7 13801.1 414711 5.40182 0 0 0 0
2013-8-8 12729.2 410447 5.50317 0 0 0 0
2013-8-9 12965.5 411924 5.36576 0 0 0 0
2013-8-10 11127 412757 5.42516 0 0 0 0
2013-8-11 12351.9 402277 5.55886 0 0 0 0
2013-8-12 11154.6 421337 5.46067 0 0 0 0
2013-8-13 11228.2 409486 5.47569 0 0 0 0
2013-8-14 14898.4 450128 5.75106 0 0 0 0
2013-8-15 11757.3 397660 5.45528 0 0 0 0
2013-8-16 11128.4 416435 5.50456 0 0 0 0
2013-8-17 20118.3 470548 5.46725 0 0 0 0
2013-8-18 14234.5 407289 5.75716 0 0 0 0
2013-8-19 16298.9 446214 5.56194 0 0 0 0
2013-8-20 11188.1 396027 5.56064 0 0 0 0
2013-8-21 11208.3 412249 5.39742 0 0 0 0
2013-8-22 11220.5 427821 5.52493 0 0 0 0
2013-8-23 11236.9 428858 5.4741 0 0 0 0
2013-8-24 11250.5 430273 5.49135 0 0 0 0
2013-8-25 11254.7 431304 5.52624 0 0 0 0
2013-8-26 11251.8 432594 5.53951 0 0 0 0
2013-8-27 11276.6 434124 5.55569 0 0 0 0
2013-8-28 11254 435194 5.55483 0 0 0 0
2013-8-29 11334.5 436417 5.52934 0 0 0 0
2013-8-30 11291.4 437366 5.6014 0 0 0 0
2013-8-31 11277.8 438809 5.5762 0 0 0 0
2013-9-1 11287 440048 5.51552 0 0 0 0
2013-9-2 11289.7 441351 5.47541 0 0 0 0
2013-9-3 11319.2 442642 5.54452 0 0 0 0
2013-9-4 11307.8 443926 5.54605 0 0 0 0
2013-9-5 11312.1 445333 5.61378 0 0 0 0
2013-9-6 11339.4 446656 5.55052 0 0 0 0
2013-9-7 11370.7 447853 5.57072 0 0 0 0
2013-9-8 11338.7 449178 5.60688 0 0 0 0
2013-9-9 11390.6 450698 5.71518 0 0 0 0
2013-9-10 11370.8 452184 5.45048 0 0 0 0
2013-9-11 15172.4 498248 5.58574 0 0 0 0
2013-9-12 13666.2 437861 5.60617 0 0 0 0
2013-9-13 11456.4 448786 5.60199 0 0 0 0
2013-9-14 11401.2 457804 5.60831 0 0 0 0
2013-9-15 16759.6 507306 5.95094 0 0 0 0
2013-9-16 15025.7 454742 5.81624 0 0 0 0
2013-9-17 23728.8 519928 5.84526 0 0 0 0
2013-9-18 19720.9 488255 5.6374 0 0 0 0
2013-9-19 18327.9 459710 5.79099 0 0 0 0
2013-9-20 15374.8 437222 5.5915 0 0 0 0
2013-9-21 14896.8 461046 5.5738 0 0 0 0
2013-9-22 14272.4 469753 5.63927 0 0 0 0
2013-9-23 14252.5 471232 5.66274 0 0 0 0
2013-9-24 13413.3 472387 5.55537 0 0 0 0
2013-9-25 12979.7 473636 5.58085 0 0 0 0
2013-9-26 12702.4 475265 5.61743 0 0 0 0
2013-9-27 12776.4 476876 5.77908 0 0 0 0
2013-9-28 12305.7 478118 5.71717 0 0 0 0
2013-9-29 12125.8 479629 5.59522 0 0 0 0
2013-9-30 11965.4 480760 5.59061 0 0 0 0
2013-10-1 11836.4 464698 5.84069 0 0 0 0
2013-10-2 11722.5 463928 5.69014 0 0 0 0
2013-10-3 11616.4 481576 5.56693 0 0 0 0
2013-10-4 11668.5 486162 5.94949 0 0 0 0
2013-10-5 17160.8 549005 5.77323 0 0 0 0
2013-10-6 17925 510513 5.7049 0 0 0 0
2013-10-7 13450.2 446151 5.71752 0 0 0 0
2013-10-8 13888.2 461551 5.9668 0 0 0 0
2013-10-9 12452.2 490802 5.8311 0 0 0 0
2013-10-10 17161.6 556738 5.7031 0 0 0 0
2013-10-11 14189.7 485694 5.64814 0 0 0 0
2013-10-12 12478.6 472290 5.6437 0 0 0 0
2013-10-13 12180.8 495810 5.85229 0 0 0 0
2013-10-14 11963 500362 5.76058 0 0 0 0
2013-10-15 11844.3 502094 5.80747 0 0 0 0
2013-10-16 11753.2 486437 5.97464 0 0 0 0
2013-10-17 11732 518328 6.05098 0 0 0 0
2013-10-18 11986.2 493195 5.65741 0 0 0 0
2013-10-19 11679 521313 5.78863 0 0 0 0
2013-10-20 11644.7 496085 5.68713 0 0 0 0
2013-10-21 11660.9 507340 5.73291 0 0 0 0
2013-10-22 15017.5 565128 5.89489 0 0 0 0
2013-10-23 28985.9 574926 5.74428 0 0 0 0
2013-10-24 20819 528248 5.84867 0 0 0 0
2013-10-25 15232.8 476577 5.81742 0 0 0 0
2013-10-26 16817.8 524690 5.98244 0 0 0 0
2013-10-27 17236.4 524956 5.88363 0 0 0 0
2013-10-28 26695.6 569944 5.72722 0 0 0 0
2013-10-29 16266.8 478414 5.83448 0 0 0 0
2013-10-30 14793.2 519329 5.81724 0 0 0 0
2013-10-31 14383.8 529563 5.85157 0 0 0 0
2013-11-1 14499.8 527791 5.78419 0 0 0 0
2013-11-2 12627.3 510330 5.79927 0 0 0 0
2013-11-3 12840 526772 5.82622 0 0 0 0
2013-11-4 22299.1 589470 5.81847 0 0 0 0
2013-11-5 14130.2 514379 5.74713 0 0 0 0
2013-11-6 13537.2 523462 5.79219 0 0 0 0
2013-11-7 12961.5 612113 6.07919 0 0 0 0
2013-11-8 13334.9 493782 5.89909 0 0 0 0
2013-11-9 12368.8 487006 6.06055 0 0 0 0
2013-11-10 14415 560922 5.93559 0 0 0 0
2013-11-11 12121.3 526717 5.87345 0 0 0 0
2013-11-12 15908.5 589438 5.75899 0 0 0 0
2013-11-13 12089.5 529200 5.8025 0 0 0 0
2013-11-14 12018.6 519652 6.0668 0 0 0 0
2013-11-15 15108.9 594311 5.72067 0 0 0 0
2013-11-16 12511.2 513800 5.8554 0 0 0 0
2013-11-17 12013.5 540565 5.80098 0 0 0 0
2013-11-18 12016.7 553182 5.99594 0 0 0 0
2013-11-19 23378.3 620114 5.94521 0 0 0 0
2013-11-20 13655.6 615114 5.82987 0 0 0 0
2013-11-21 11124 562763 5.83828 0 0 0 0
2013-11-22 11138 561266 6.19137 0 0 0 0
2013-11-23 11184.5 563055 6.07542 0 0 0 0
2013-11-24 11189.9 565972 5.8183 0 0 0 0
2013-11-25 11208 566166 5.84274 0 0 0 0
2013-11-26 11212.7 567538 5.93488 0 0 0 0
2013-11-27 11223.9 569094 5.96492 0 0 0 0
2013-11-28 15107.3 512275 5.92792 0 0 0 0
2013-11-29 14033.7 525499 6.00291 0 0 0 0
2013-11-30 13466.6 655360 6.24484 0 0 0 0
2013-12-1 13000.6 595118 5.88492 0 0 0 0
2013-12-2 12786.2 515003 6.04214 0 0 0 0
2013-12-3 12551 615446 6.00815 0 0 0 0
2013-12-4 12473.2 533957 6.22913 0 0 0 0
2013-12-5 12408.8 545076 5.93227 0 0 0 0
2013-12-6 16472.6 616802 5.93027 0 0 0 0
2013-12-7 12337.4 641235 6.05533 0 0 0 0
2013-12-8 11410.9 598258 6.01477 0 0 0 0
2013-12-9 11399.6 587676 6.25006 0 0 0 0
2013-12-10 11404.8 590996 5.96848 0 0 0 0
2013-12-11 13976.8 530700 5.97161 0 0 0 0
2013-12-12 12884.1 631583 6.00538 0 0 0 0
2013-12-13 16538.1 597665 5.98871 0 0 0 0
2013-12-14 12588.5 603260 5.98619 0 0 0 0
2013-12-15 13489 558032 6.02112 0 0 0 0
2013-12-16 19068.3 586509 6.02984 0 0 0 0
2013-12-17 26135.1 638435 6.02655 0 0 0 0
2013-12-18 14773.3 578352 6.00721 0 0 0 0
2013-12-19 15130.1 585015 5.94911 0 0 0 0
2013-12-20 17286.6 616716 6.04189 0 0 0 0
2013-12-21 19705.8 617575 6.21806 0 0 0 0
2013-12-22 22746.1 624946 5.97909 0 0 0 0
2013-12-23 16269.7 588942 6.0014 0 0 0 0
2013-12-24 27640.9 648361 6.0674 0 0 0 0
2013-12-25 34331.9 703371 5.95881 0 0 0 0
2013-12-26 19009 597161 6.01548 0 0 0 0
2013-12-27 16251.3 574124 6.38756 0 0 0 0
2013-12-28 29724.4 663891 6.14552 0 0 0 0
2013-12-29 17830.7 613997 6.26357 0 0 0 0
2013-12-30 16120.8 598424 6.08534 0 0 0 0
2013-12-31 14458 621338 5.93754 0 0 0 0
2014-1-1 20645.3 637424 6.22479 0 0 0 0
2014-1-2 16265.6 621751 6.03114 0 0 0 0
2014-1-3 22754.6 642500 5.93262 0 0 0 0
2014-1-4 25982.1 659737 6.11555 0 0 0 0
2014-1-5 17194 612352 6.09993 0 0 0 0
2014-1-6 16275.9 613495 6.09152 0 0 0 0
2014-1-7 20924.3 651583 6.08331 0 0 0 0
2014-1-8 14652.3 629906 5.9198 0 0 0 0
2014-1-9 14105 625238 6.25624 0 0 0 0
2014-1-10 13514.9 701182 6.07257 0 0 0 0
2014-1-11 13233.6 645582 6.01307 0 0 0 0
2014-1-12 11980.4 644023 6.00272 0 0 0 0
2014-1-13 11977.2 643619 6.23104 0 0 0 0
2014-1-14 12002.2 645215 6.18744 0 0 0 0
2014-1-15 12029 649085 6.04492 0 0 0 0
2014-1-16 12032 648143 6.36879 0 0 0 0
2014-1-17 12078.6 650147 6.23985 0 0 0 0
2014-1-18 12062.6 651834 6.1081 0 0 0 0
2014-1-19 12107.8 653400 6.09476 0 0 0 0
2014-1-20 12116.1 654723 6.44114 0 0 0 0
2014-1-21 12105 656513 6.02947 0 0 0 0
2014-1-22 12103.4 657977 6.18169 0 0 0 0
2014-1-23 12127.7 659608 6.19679 0 0 0 0
2014-1-24 12103.2 660817 6.07757 0 0 0 0
2014-1-25 12152.9 663064 6.51404 0 0 0 0
2014-1-26 12190.7 664114 6.17164 0 0 0 0
2014-1-27 12181.8 665929 6.00762 0 0 0 0
2014-1-28 12232.3 667720 6.22281 0 0 0 0
2014-1-29 17713.5 669243 6.21878 0 0 0 0
2014-1-30 12280.2 670864 6.00462 0 0 0 0
2014-1-31 12268.6 672734 6.25281 0 0 0 0
2014-2-1 12309.5 674089 6.30553 0 0 0 0
2014-2-2 12312.4 675759 6.2404 0 0 0 0
2014-2-3 21935.1 663547 6.07771 0 0 0 0
2014-2-4 17449.9 629987 6.16572 0 0 0 0
2014-2-5 15363.8 741786 6.24005 0 0 0 0
2014-2-6 14288.3 682165 6.35804 0 0 0 0
2014-2-7 14049.6 692234 6.36913 0 0 0 0
2014-2-8 14881.3 634827 6.23129 0 0 0 0
2014-2-9 14326.2 653880 6.20073 0 0 0 0
2014-2-10 23956.8 722918 6.2681 0 0 0 0
2014-2-11 16648.4 692772 6.04825 0 0 0 0
2014-2-12 17636 686166 6.29821 0 0 0 0
2014-2-13 18420.8 698717 6.22448 0 0 0 0
2014-2-14 24234.3 714270 6.22193 0 0 0 0
2014-2-15 20050.1 700642 6.13113 0 0 0 0
2014-2-16 37388.6 795400 6.17856 0 0 0 0
2014-2-17 23022.7 694319 6.23256 0 0 0 0
2014-2-18 19012 672684 6.3811 0 0 0 0
2014-2-19 16567.1 740509 6.55583 0 0 0 0
2014-2-20 15808.8 710078 6.34079 0 0 0 0
2014-2-21 15114.4 706797 6.29852 0 0 0 0
2014-2-22 15514.2 692671 6.5523 0 0 0 0
2014-2-23 19908.7 680625 6.16279 0 0 0 0
2014-2-24 22192 731699 6.48467 0 0 0 0
2014-2-25 24213.2 724428 6.23256 0 0 0 0
2014-2-26 22940.6 718261 6.28211 0 0 0 0
2014-2-27 25665 729167 6.11956 0 0 0 0
2014-2-28 17686.8 701128 6.12551 0 0 0 0
2014-3-1 19972 707715 6.34876 0 0 0 0
2014-3-2 19943.4 731888 6.12798 0 0 0 0
2014-3-3 15239.4 718021 6.61914 0 0 0 0
2014-3-4 17929 717773 6.26147 0 0 0 0
2014-3-5 15399.6 720870 6.17881 0 0 0 0
2014-3-6 15779.4 724454 6.26826 0 0 0 0
2014-3-7 16389.7 729893 6.28334 0 0 0 0
2014-3-8 19945.8 748263 6.39977 0 0 0 0
2014-3-9 13818.4 722020 6.32767 0 0 0 0
2014-3-10 13770.7 718164 6.16433 0 0 0 0
2014-3-11 14258.9 735557 6.23226 0 0 0 0
2014-3-12 13782.2 737336 6.42902 0 0 0 0
2014-3-13 13740.8 738776 6.38119 0 0 0 0
2014-3-14 13760 740260 6.26453 0 0 0 0
2014-3-15 13707.1 728316 6.25122 0 0 0 0
2014-3-16 13740.5 738270 6.30828 0 0 0 0
2014-3-17 13892.2 744924 6.31541 0 0 0 0
2014-3-18 13806.9 747252 6.23877 0 0 0 0
2014-3-19 13844.8 748531 6.43498 0 0 0 0
2014-3-20 13826 841296 6.37793 0 0 0 0
2014-3-21 15117.8 707381 6.09131 0 0 0 0
2014-3-22 13894.4 718915 6.42724 0 0 0 0
2014-3-23 17008.6 772930 6.39444 0 0 0 0
2014-3-24 13908.4 738986 6.27118 0 0 0 0
2014-3-25 13944.7 749786 6.14308 0 0 0 0
2014-3-26 13982.4 760422 6.3413 0 0 0 0
2014-3-27 13971.5 776621 6.52316 0 0 0 0
2014-3-28 14011.8 753729 6.2627 0 0 0 0
2014-3-29 13993 775122 6.26337 0 0 0 0
2014-3-30 14041.1 756336 6.43339 0 0 0 0
2014-3-31 13966.5 763244 6.38201 0 0 0 0
2014-4-1 14040.9 770307 6.38651 0 0 0 0
2014-4-2 14035.6 771180 6.37516 0 0 0 0
2014-4-3 14021.9 773103 6.14593 0 0 0 0
2014-4-4 14036.6 774258 6.44804 0 0 0 0
2014-4-5 14110 776495 6.3057 0 0 0 0
2014-4-6 16727.8 793689 6.32554 0 0 0 0
2014-4-7 20551.1 800792 6.58686 0 0 0 0
2014-4-8 14616 761859 6.31366 0 0 0 0
2014-4-9 23787 803245 6.29006 0 0 0 0
2014-4-10 16308.9 770396 6.1817 0 0 0 0
2014-4-11 14486.7 788914 6.57466 0 0 0 0
2014-4-12 14179.2 778092 6.28046 0 0 0 0
2014-4-13 17485.7 800836 6.37161 0 0 0 0
2014-4-14 14259.8 781138 6.79719 0 0 0 0
2014-4-15 14299.2 788161 6.35075 0 0 0 0
2014-4-16 14267.9 794321 6.48222 0 0 0 0
2014-4-17 14339.5 796048 6.35244 0 0 0 0
2014-4-18 22807.4 831490 6.14888 0 0 0 0
2014-4-19 14405.5 784218 6.29221 0 0 0 0
2014-4-20 14367.4 802980 6.33304 0 0 0 0
2014-4-21 14426.9 792683 6.42254 0 0 0 0
2014-4-22 14413.6 800021 6.39123 0 0 0 0
2014-4-23 14418.9 806610 6.33985 0 0 0 0
2014-4-24 14445.5 807896 6.36217 0 0 0 0
2014-4-25 14458 809593 6.70588 0 0 0 0
2014-4-26 14559.8 811117 6.7444 0 0 0 0
2014-4-27 14545.9 828386 6.40241 0 0 0 0
2014-4-28 14526.7 804413 6.28627 0 0 0 0
2014-4-29 14567.9 811058 6.48206 0 0 0 0
2014-4-30 14596.8 833236 6.53267 0 0 0 0
2014-5-1 14570.2 809666 6.75655 0 0 0 0
2014-5-2 14655.6 831622 6.45769 0 0 0 0
2014-5-3 14666.2 812167 6.41391 0 0 0 0
2014-5-4 14675.2 835554 6.53054 0 0 0 0
2014-5-5 14633.7 816643 6.35042 0 0 0 0
2014-5-6 15751.9 838999 6.53912 0 0 0 0
2014-5-7 27747.3 861068 6.56007 0 0 0 0
2014-5-8 16043 826143 6.53708 0 0 0 0
2014-5-9 14702.6 821142 6.14082 0 0 0 0
2014-5-10 14702.9 834997 6.51995 0 0 0 0
2014-5-11 14711.7 836262 6.5948 0 0 0 0
2014-5-12 15231.9 823594 6.36069 0 0 0 0
2014-5-13 16180.2 850949 6.50864 0 0 0 0
2014-5-14 15751.3 831476 6.59405 0 0 0 0
2014-5-15 14833.9 853975 6.50227 0 0 0 0
2014-5-16 14993.2 849175 6.30038 0 0 0 0
2014-5-17 14832.1 846745 6.61925 0 0 0 0
2014-5-18 14892.6 833075 6.45869 0 0 0 0
2014-5-19 15191.9 860683 6.26707 0 0 0 0
2014-5-20 17067.8 856868 6.62221 0 0 0 0
2014-5-21 14939 837988 6.50407 0 0 0 0
2014-5-22 15960.3 866003 6.52295 0 0 0 0
2014-5-23 14898.7 861693 6.39095 0 0 0 0
2014-5-24 16999.8 859319 6.60134 0 0 0 0
2014-5-25 14995.1 860015 6.50236 0 0 0 0
2014-5-26 16700.4 862473 6.42365 0 0 0 0
2014-5-27 15039.9 848168 6.41637 0 0 0 0
2014-5-28 15130.6 876576 6.48955 0 0 0 0
2014-5-29 15094.5 871382 6.6586 0 0 0 0
2014-5-30 15150.8 868871 6.61431 0 0 0 0
2014-5-31 15144 870062 6.38214 0 0 0 0
2014-6-1 15197.6 871774 6.58956 0 0 0 0
2014-6-2 15199.6 873896 6.51152 0 0 0 0
2014-6-3 15172.8 875263 6.39876 0 0 0 0
2014-6-4 16333.8 877731 6.46951 0 0 0 0
2014-6-5 17759.2 888775 6.60648 0 0 0 0
2014-6-6 20845.1 893426 6.44292 0 0 0 0
2014-6-7 15318.4 857063 6.55864 0 0 0 0
2014-6-8 15298.8 886236 6.48416 0 0 0 0
2014-6-9 15288 890579 6.67164 0 0 0 0
2014-6-10 15374.8 887737 6.59494 0 0 0 0
2014-6-11 15410.2 888881 6.47492 0 0 0 0
2014-6-12 15398 891041 6.44222 0 0 0 0
2014-6-13 15459.6 892875 6.70297 0 0 0 0
2014-6-14 15879.5 903556 6.51486 0 0 0 0
2014-6-15 15445.2 891752 6.41678 0 0 0 0
2014-6-16 15893.4 902873 6.52423 0 0 0 0
2014-6-17 15501.7 895419 6.69264 0 0 0 0
2014-6-18 15596.5 896663 6.52034 0 0 0 0
2014-6-19 15582.5 902524 6.44649 0 0 0 0
2014-6-20 16231.4 913914 6.53289 0 0 0 0
2014-6-21 15663.9 902116 6.59782 0 0 0 0
2014-6-22 15639.8 903948 6.83836 0 0 0 0
2014-6-23 15941.7 909787 6.48412 0 0 0 0
2014-6-24 15643 911619 6.47268 0 0 0 0
2014-6-25 15779.2 913373 6.59392 0 0 0 0
2014-6-26 15767.5 915073 6.64285 0 0 0 0
2014-6-27 20560.8 939971 6.61334 0 0 0 0
2014-6-28 15793.2 911804 6.49868 0 0 0 0
2014-6-29 16121.8 916667 6.52083 0 0 0 0
2014-6-30 15816.6 926977 6.70993 0 0 0 0
2014-7-1 16000.3 914799 6.51578 0 0 0 0
2014-7-2 18311.9 931111 6.45209 0 0 0 0
2014-7-3 15934.3 922604 7.04062 0 0 0 0
2014-7-4 16008.6 934001 6.67768 0 0 0 0
2014-7-5 15900.6 926159 6.42629 0 0 0 0
2014-7-6 16844.9 937381 6.99805 0 0 0 0
2014-7-7 16020.6 929097 6.38573 0 0 0 0
2014-7-8 21625.6 954458 6.72238 0 0 0 0
2014-7-9 17407.7 938909 6.81609 0 0 0 0
2014-7-10 16095.1 931100 6.47886 0 0 0 0
2014-7-11 16088.4 931775 7.03666 0 0 0 0
2014-7-12 16078.2 946965 6.6625 0 0 0 0
2014-7-13 16142.9 939072 6.35307 0 0 0 0
2014-7-14 16240.9 950693 6.77639 0 0 0 0
2014-7-15 21329.1 966026 6.41906 0 0 0 0
2014-7-16 16323.9 947219 6.81891 0 0 0 0
2014-7-17 16226.4 943837 6.91847 0 0 0 0
2014-7-18 18567.3 959912 6.53216 0 0 0 0
2014-7-19 16313.8 953244 6.66378 0 0 0 0
2014-7-20 16260.8 951942 6.67497 0 0 0 0
2014-7-21 16264.5 958044 6.68394 0 0 0 0
2014-7-22 16294.4 959773 6.68312 0 0 0 0
2014-7-23 16387 952201 6.45358 0 0 0 0
2014-7-24 16345.1 967930 7.00572 0 0 0 0
2014-7-25 20273.3 977653 6.69676 0 0 0 0
2014-7-26 16419.4 965310 6.59109 0 0 0 0
2014-7-27 16673.9 964784 6.59097 0 0 0 0
2014-7-28 19160.6 971663 6.68116 0 0 0 0
2014-7-29 16587.5 963208 6.92221 0 0 0 0
2014-7-30 16536.6 979042 6.60881 0 0 0 0
2014-7-31 16602.8 970830 7.13358 0 0 0 0
2014-8-1 16562.4 982269 6.76272 0 0 0 0
2014-8-2 17170.3 984051 6.64302 0 0 0 0
2014-8-3 17511.7 981045 6.81277 0 0 0 0
2014-8-4 24735.3 998297 6.60423 0 0 0 0
2014-8-5 22743.6 997595 6.60788 0 0 0 0
2014-8-6 16708.3 973838 6.68966 0 0 0 0
2014-8-7 16689.2 979908 6.45279 0 0 0 0
2014-8-8 16768.5 989661 6.92222 0 0 0 0
2014-8-9 16773 991112 6.77752 0 0 0 0
2014-8-10 20692.8 1.00068e+06 6.92845 0 0 0 0
2014-8-11 20462.3 1.00094e+06 6.98184 0 0 0 0
2014-8-12 29079.5 1.02159e+06 6.62662 0 0 0 0
2014-8-13 23642.9 1.01169e+06 6.66301 0 0 0 0
2014-8-14 27622.8 1.01898e+06 6.50642 0 0 0 0
2014-8-15 19391 992291 6.84387 0 0 0 0
2014-8-16 18670.5 994041 6.60691 0 0 0 0
2014-8-17 18033.9 1.00578e+06 6.55529 0 0 0 0
2014-8-18 17732.4 1.00094e+06 6.94002 0 0 0 0
2014-8-19 18716.2 1.00435e+06 6.64375 0 0 0 0
2014-8-20 17352.3 1.01097e+06 6.78824 0 0 0 0
2014-8-21 19497.2 1.0195e+06 6.98383 0 0 0 0
2014-8-22 18262.2 1.01385e+06 6.74294 0 0 0 0
2014-8-23 19505.3 1.018e+06 6.852 0 0 0 0
2014-8-24 21738.6 1.03097e+06 6.68741 0 0 0 0
2014-8-25 17097 1.01325e+06 6.74504 0 0 0 0
2014-8-26 19013.8 1.01858e+06 6.43996 0 0 0 0
2014-8-27 17202.8 1.02184e+06 6.76017 0 0 0 0
2014-8-28 17085.8 1.01959e+06 6.93811 0 0 0 0
2014-8-29 17188.3 1.0267e+06 6.93726 0 0 0 0
2014-8-30 17136.1 1.0289e+06 6.86806 0 0 0 0
2014-8-31 18938.1 1.03049e+06 6.89809 0 0 0 0
2014-9-1 17160.3 1.03144e+06 6.80602 0 0 0 0
