date	q_ls
26.08.2015	28.1
27.08.2015	713
28.08.2015	203
29.08.2015	62.9
30.08.2015	35.1
31.08.2015	22.8
01.09.2015	91.1
02.09.2015	1605
03.09.2015	757
04.09.2015	244
05.09.2015	143
06.09.2015	92.7
07.09.2015	56.7
08.09.2015	40.3
09.09.2015	30.1
10.09.2015	23.8
11.09.2015	19.9
12.09.2015	18.1
13.09.2015	16.8
14.09.2015	19.9
15.09.2015	298
16.09.2015	325
17.09.2015	1335
18.09.2015	1134
19.09.2015	190
20.09.2015	109
21.09.2015	82.2
22.09.2015	88.2
23.09.2015	94.9
24.09.2015	142
25.09.2015	264
26.09.2015	92.9
27.09.2015	60.5
28.09.2015	46.8
29.09.2015	39.6
30.09.2015	34.7
01.10.2015	30.6
02.10.2015	26.4
03.10.2015	21.7
04.10.2015	20.3
05.10.2015	17.7
06.10.2015	15.8
07.10.2015	14.6
08.10.2015	13.4
09.10.2015	12.6
10.10.2015	12.2
11.10.2015	11.9
12.10.2015	11.6
13.10.2015	11
14.10.2015	10.2
15.10.2015	10
16.10.2015	9.9
17.10.2015	9.7
18.10.2015	9.5
19.10.2015	9
20.10.2015	9.5
21.10.2015	18.7
22.10.2015	20
23.10.2015	14
24.10.2015	12.4
25.10.2015	17.7
26.10.2015	13.6
27.10.2015	12.7
28.10.2015	11.9
29.10.2015	11.6
30.10.2015	10.3
31.10.2015	11.2
01.11.2015	11.6
02.11.2015	10.9
03.11.2015	10.6
04.11.2015	10.4
05.11.2015	9.9
06.11.2015	13.6
07.11.2015	283
08.11.2015	464
09.11.2015	304
10.11.2015	117
11.11.2015	68.7
12.11.2015	62
13.11.2015	130
14.11.2015	88.8
15.11.2015	60.4
16.11.2015	91.3
17.11.2015	97.2
18.11.2015	65.7
19.11.2015	53.9
20.11.2015	43.3
21.11.2015	34.4
22.11.2015	25.4
23.11.2015	20.7
24.11.2015	204
25.11.2015	322
26.11.2015	113
27.11.2015	121
28.11.2015	644
29.11.2015	532
30.11.2015	154
01.12.2015	82.6
02.12.2015	65.4
03.12.2015	57.5
04.12.2015	1011
05.12.2015	259
06.12.2015	129
07.12.2015	82.4
08.12.2015	76.2
09.12.2015	154
10.12.2015	94.9
11.12.2015	70.9
12.12.2015	54.9
13.12.2015	44.7
14.12.2015	35.2
15.12.2015	26.3
16.12.2015	25.5
17.12.2015	39.5
18.12.2015	85.5
19.12.2015	164
20.12.2015	256
21.12.2015	118
22.12.2015	103
23.12.2015	107
24.12.2015	78.8
25.12.2015	97.6
26.12.2015	58.8
27.12.2015	45.3
28.12.2015	35.6
29.12.2015	33.5
30.12.2015	52
31.12.2015	82.8
01.01.2016	96.2
02.01.2016	125
03.01.2016	67.5
04.01.2016	49.9
05.01.2016	35
06.01.2016	23
07.01.2016	19.9
08.01.2016	18.6
09.01.2016	16.6
10.01.2016	17.8
11.01.2016	17.9
12.01.2016	16.4
13.01.2016	14.9
14.01.2016	14
15.01.2016	12.6
16.01.2016	12.7
17.01.2016	11.9
18.01.2016	12.1
19.01.2016	11
20.01.2016	11
21.01.2016	11.1
22.01.2016	11.2
23.01.2016	11.4
24.01.2016	11.5
25.01.2016	18.2
26.01.2016	153
27.01.2016	384
28.01.2016	293
29.01.2016	363
30.01.2016	181
31.01.2016	87.8
01.02.2016	59.4
02.02.2016	54.4
03.02.2016	50.6
04.02.2016	38.2
05.02.2016	31
06.02.2016	169
07.02.2016	695
08.02.2016	1055
09.02.2016	791
10.02.2016	236
11.02.2016	129
12.02.2016	84.6
13.02.2016	65.6
14.02.2016	49.6
15.02.2016	39.6
16.02.2016	29.6
17.02.2016	33.7
18.02.2016	29.7
19.02.2016	25.3
20.02.2016	42.9
21.02.2016	46.5
22.02.2016	33.1
23.02.2016	25.1
24.02.2016	21.7
25.02.2016	18.6
26.02.2016	16.7
27.02.2016	14.4
28.02.2016	12.5
01.03.2016	13.3
02.03.2016	14.6
03.03.2016	13.9
04.03.2016	15
05.03.2016	15.6
06.03.2016	16.2
07.03.2016	15.3
08.03.2016	15.1
09.03.2016	14.8
10.03.2016	20.2
11.03.2016	18.3
12.03.2016	17.3
13.03.2016	27.3
14.03.2016	56.2
15.03.2016	93
16.03.2016	101
17.03.2016	113
18.03.2016	138
19.03.2016	163
20.03.2016	186
21.03.2016	157
22.03.2016	180
23.03.2016	149
24.03.2016	97.5
25.03.2016	165
26.03.2016	119
27.03.2016	795
28.03.2016	491
29.03.2016	446
30.03.2016	216
31.03.2016	119
01.04.2016	83.2
02.04.2016	150
03.04.2016	133
04.04.2016	120
05.04.2016	275
06.04.2016	132
07.04.2016	93.8
08.04.2016	88.8
09.04.2016	86.6
10.04.2016	63
11.04.2016	51.1
12.04.2016	44.3
13.04.2016	37.9
14.04.2016	32.8
15.04.2016	33
16.04.2016	31.4
17.04.2016	413
18.04.2016	113
19.04.2016	62.9
20.04.2016	43.1
21.04.2016	36.7
22.04.2016	28
23.04.2016	24.4
24.04.2016	21.4
25.04.2016	20.3
26.04.2016	18.2
27.04.2016	17
28.04.2016	15.5
29.04.2016	62.5
30.04.2016	705
01.05.2016	394
02.05.2016	131
03.05.2016	93
04.05.2016	73.4
05.05.2016	53.8
06.05.2016	42.6
07.05.2016	34.2
08.05.2016	27.4
09.05.2016	22.6
10.05.2016	20
11.05.2016	17.1
12.05.2016	16.4
13.05.2016	14.7
14.05.2016	12.6
15.05.2016	12.1
16.05.2016	10.5
17.05.2016	9.7
18.05.2016	8.8
19.05.2016	9.2
20.05.2016	11.2
21.05.2016	10.5
22.05.2016	12.9
23.05.2016	51.1
24.05.2016	67.5
25.05.2016	46.1
26.05.2016	23
27.05.2016	15.5
28.05.2016	12.2
29.05.2016	14.4
30.05.2016	16
31.05.2016	10.6
01.06.2016	8.3
02.06.2016	7
03.06.2016	6
04.06.2016	4.9
05.06.2016	4.3
06.06.2016	3.7
07.06.2016	3.7
08.06.2016	3.2
09.06.2016	2.9
10.06.2016	2.7
11.06.2016	2.4
12.06.2016	2.2
13.06.2016	2.1
14.06.2016	1.9
15.06.2016	4.9
16.06.2016	3.8
17.06.2016	2
18.06.2016	3.5
19.06.2016	13.3
20.06.2016	11.3
21.06.2016	34.3
22.06.2016	6.5
23.06.2016	4
24.06.2016	3.6
25.06.2016	2.9
26.06.2016	13
27.06.2016	12.4
28.06.2016	50.1
29.06.2016	10.5
30.06.2016	15.4
01.07.2016	13.2
02.07.2016	76.9
03.07.2016	39.1
04.07.2016	15.9
05.07.2016	11.2
06.07.2016	7.8
07.07.2016	5.2
08.07.2016	4.3
09.07.2016	3.7
10.07.2016	3.5
11.07.2016	3.3
12.07.2016	2.6
13.07.2016	57.1
14.07.2016	32.8
15.07.2016	12.3
16.07.2016	6.9
17.07.2016	4.7
18.07.2016	3.6
19.07.2016	2.8
20.07.2016	2.4
21.07.2016	2
22.07.2016	1.7
23.07.2016	1.5
24.07.2016	1.4
25.07.2016	1.2
26.07.2016	7.4
27.07.2016	2.6
28.07.2016	2.5
29.07.2016	1.5
30.07.2016	3.7
31.07.2016	1.4
01.08.2016	1.1
02.08.2016	0.9
03.08.2016	0.9
04.08.2016	15.1
05.08.2016	41
06.08.2016	21.6
07.08.2016	13.7
08.08.2016	30
09.08.2016	14.1
10.08.2016	189
11.08.2016	44.3
12.08.2016	29.5
13.08.2016	37.9
14.08.2016	18.3
15.08.2016	11.2
16.08.2016	8.2
17.08.2016	6.5
18.08.2016	5.1
19.08.2016	4.5
20.08.2016	6.1
21.08.2016	15.3
22.08.2016	10.7
23.08.2016	9.3
24.08.2016	7.2
25.08.2016	8.2
26.08.2016	64.5
27.08.2016	29.8
28.08.2016	15.9
29.08.2016	15.1
30.08.2016	11.2
31.08.2016	9
01.09.2016	7.7
02.09.2016	6.2
03.09.2016	5.6
04.09.2016	4.5
05.09.2016	3.7
06.09.2016	3.7
07.09.2016	3.6
08.09.2016	3.3
09.09.2016	3.4
10.09.2016	3.1
11.09.2016	20.4
12.09.2016	9
13.09.2016	6.4
14.09.2016	5.5
15.09.2016	5
16.09.2016	4.4
17.09.2016	3.8
18.09.2016	3.6
19.09.2016	3.4
20.09.2016	3.1
21.09.2016	3.8
22.09.2016	3.9
23.09.2016	9.9
24.09.2016	7.8
25.09.2016	5.8
26.09.2016	5.4
27.09.2016	4.8
28.09.2016	13.9
29.09.2016	39.4
30.09.2016	18.5
01.10.2016	10.3
02.10.2016	7.4
03.10.2016	5.5
04.10.2016	4.6
05.10.2016	4.6
06.10.2016	4.4
07.10.2016	4
08.10.2016	3.5
09.10.2016	3.4
10.10.2016	3.3
11.10.2016	3
12.10.2016	2.9
13.10.2016	2.8
14.10.2016	2.8
15.10.2016	2.7
16.10.2016	2.5
17.10.2016	3.2
18.10.2016	3.9
19.10.2016	3.4
20.10.2016	3.3
21.10.2016	3.2
22.10.2016	3.1
23.10.2016	4.4
24.10.2016	15.1
25.10.2016	70.6
26.10.2016	29.7
27.10.2016	23.5
28.10.2016	18.9
29.10.2016	13.8
30.10.2016	11.4
31.10.2016	13.7
01.11.2016	60.6
02.11.2016	37.9
03.11.2016	23.1
04.11.2016	16.8
05.11.2016	14
06.11.2016	10.9
07.11.2016	9.3
08.11.2016	8.2
09.11.2016	7.5
10.11.2016	6.5
11.11.2016	5.6
12.11.2016	5.3
13.11.2016	6.5
14.11.2016	86
15.11.2016	123
16.11.2016	249
17.11.2016	188
18.11.2016	401
19.11.2016	179
20.11.2016	268
21.11.2016	275
22.11.2016	227
23.11.2016	142
24.11.2016	77
25.11.2016	62.4
26.11.2016	60.8
27.11.2016	41.9
28.11.2016	30.8
29.11.2016	25.5
30.11.2016	20.7
01.12.2016	17.9
02.12.2016	13.8
03.12.2016	11.9
04.12.2016	10.9
05.12.2016	11.1
06.12.2016	9.4
07.12.2016	42.4
08.12.2016	58.9
09.12.2016	37.7
10.12.2016	50.1
11.12.2016	57.3
12.12.2016	37.1
13.12.2016	26.8
14.12.2016	18.6
15.12.2016	14.4
16.12.2016	14
17.12.2016	13.4
18.12.2016	12.4
19.12.2016	12.4
20.12.2016	14.7
21.12.2016	29
22.12.2016	38.6
23.12.2016	24.9
24.12.2016	158
25.12.2016	49.9
26.12.2016	43.7
27.12.2016	25.6
28.12.2016	21.1
29.12.2016	19.3
30.12.2016	18.1
31.12.2016	27.8
01.01.2017	24.4
02.01.2017	16.4
03.01.2017	15.4
04.01.2017	10.7
05.01.2017	6
06.01.2017	6.2
07.01.2017	10.2
08.01.2017	7.1
09.01.2017	15.2
10.01.2017	296
11.01.2017	869
12.01.2017	172
13.01.2017	65.8
14.01.2017	41.6
15.01.2017	24.4
16.01.2017	16.7
17.01.2017	14.5
18.01.2017	15.4
19.01.2017	14.9
20.01.2017	14.1
21.01.2017	12.7
22.01.2017	13.2
23.01.2017	12.7
24.01.2017	9.9
25.01.2017	10.3
26.01.2017	15.2
27.01.2017	10
28.01.2017	9.7
29.01.2017	11.1
30.01.2017	18.3
31.01.2017	9.4
01.02.2017	9.5
02.02.2017	10.4
03.02.2017	9.9
04.02.2017	9.7
05.02.2017	9.2
06.02.2017	8.5
07.02.2017	7.7
08.02.2017	6.3
09.02.2017	5.7
10.02.2017	6
11.02.2017	6
12.02.2017	5.2
13.02.2017	4.9
14.02.2017	4.3
15.02.2017	4.8
16.02.2017	17
17.02.2017	17
18.02.2017	8.2
19.02.2017	59.3
20.02.2017	179
21.02.2017	63.7
22.02.2017	22.5
23.02.2017	15
24.02.2017	11.5
25.02.2017	9
26.02.2017	9.7
27.02.2017	163
28.02.2017	1623
01.03.2017	379
02.03.2017	100
03.03.2017	71
04.03.2017	46.1
05.03.2017	34
06.03.2017	24.8
07.03.2017	22.7
08.03.2017	19.7
09.03.2017	22.8
10.03.2017	41
11.03.2017	71.9
12.03.2017	234
13.03.2017	175
14.03.2017	167
15.03.2017	111
16.03.2017	86.4
17.03.2017	100
18.03.2017	55.5
19.03.2017	38.7
20.03.2017	53.4
21.03.2017	225
22.03.2017	90
23.03.2017	57.5
24.03.2017	51.3
25.03.2017	61.2
26.03.2017	90.1
27.03.2017	99.4
28.03.2017	82.8
29.03.2017	67
30.03.2017	113
31.03.2017	270
01.04.2017	240
02.04.2017	107
03.04.2017	72.2
04.04.2017	56.4
05.04.2017	45.7
06.04.2017	33.5
07.04.2017	28.1
08.04.2017	22.9
09.04.2017	20.3
10.04.2017	21.2
11.04.2017	15.7
12.04.2017	20.4
13.04.2017	24.4
14.04.2017	39.8
15.04.2017	24.5
16.04.2017	19.1
17.04.2017	16.4
18.04.2017	13.8
19.04.2017	12.5
20.04.2017	12.9
21.04.2017	12.6
22.04.2017	10
23.04.2017	8.8
24.04.2017	32.9
25.04.2017	73.8
26.04.2017	50.1
27.04.2017	31.3
28.04.2017	24.7
29.04.2017	20.7
30.04.2017	17.1
01.05.2017	14.2
02.05.2017	12
03.05.2017	10.4
04.05.2017	9.3
05.05.2017	9.1
06.05.2017	9
07.05.2017	11.5
08.05.2017	8.2
09.05.2017	7.9
10.05.2017	29.7
11.05.2017	96.2
12.05.2017	54.1
13.05.2017	31.6
14.05.2017	32.6
15.05.2017	34.2
16.05.2017	59.7
17.05.2017	284
18.05.2017	511
19.05.2017	168
20.05.2017	79.6
21.05.2017	49.1
22.05.2017	33.4
23.05.2017	23.4
24.05.2017	17.9
25.05.2017	14
26.05.2017	11
27.05.2017	9.8
28.05.2017	9.4
29.05.2017	8.2
30.05.2017	9
31.05.2017	9.2
01.06.2017	6.7
02.06.2017	5.6
03.06.2017	8.4
04.06.2017	12.4
05.06.2017	9.4
06.06.2017	6.7
07.06.2017	18.7
08.06.2017	59.9
09.06.2017	80.6
10.06.2017	692
11.06.2017	125
12.06.2017	73
13.06.2017	37.4
14.06.2017	21.7
15.06.2017	15.8
16.06.2017	17.9
17.06.2017	13.5
18.06.2017	9.7
19.06.2017	7.3
20.06.2017	6.6
21.06.2017	5
22.06.2017	4.6
23.06.2017	5.7
24.06.2017	4.7
25.06.2017	3.7
26.06.2017	2.9
27.06.2017	2.3
28.06.2017	1.9
29.06.2017	2.6
30.06.2017	2.8
01.07.2017	2.6
02.07.2017	2.5
03.07.2017	2.3
04.07.2017	3.2
05.07.2017	2.1
06.07.2017	2
07.07.2017	2.5
08.07.2017	6.2
09.07.2017	2.6
10.07.2017	2.5
11.07.2017	2.9
12.07.2017	2.7
13.07.2017	2.2
14.07.2017	2.2
15.07.2017	2
16.07.2017	8.2
17.07.2017	2.6
18.07.2017	2.1
19.07.2017	1.9
20.07.2017	2
21.07.2017	2.3
22.07.2017	2.2
23.07.2017	2.2
24.07.2017	3.1
25.07.2017	3.3
26.07.2017	3.5
27.07.2017	3.8
28.07.2017	5.8
29.07.2017	3.4
30.07.2017	3.5
31.07.2017	6.2
01.08.2017	4.3
02.08.2017	6.4
03.08.2017	4.6
04.08.2017	12.2
05.08.2017	3.8
06.08.2017	3
07.08.2017	3.1
08.08.2017	3.7
09.08.2017	124
10.08.2017	68.7
11.08.2017	15.2
12.08.2017	9.1
13.08.2017	12.7
14.08.2017	6.4
15.08.2017	5.6
16.08.2017	64.4
17.08.2017	15.2
18.08.2017	61.1
19.08.2017	65
20.08.2017	27.9
21.08.2017	17.4
22.08.2017	10.8
23.08.2017	7.9
24.08.2017	7.6
25.08.2017	26
26.08.2017	14.4
27.08.2017	9.7
28.08.2017	7.6
29.08.2017	7.4
30.08.2017	6.2
31.08.2017	6.2
01.09.2017	7
02.09.2017	10.6
03.09.2017	7.9
04.09.2017	7.2
05.09.2017	6.7
06.09.2017	221
07.09.2017	252
08.09.2017	74.5
09.09.2017	284
10.09.2017	167
11.09.2017	943
12.09.2017	1360
13.09.2017	402
14.09.2017	133
15.09.2017	82.9
16.09.2017	57.3
17.09.2017	42.1
18.09.2017	33.6
19.09.2017	26.6
20.09.2017	21.9
21.09.2017	22.1
22.09.2017	19.2
23.09.2017	35.9
24.09.2017	27.5
25.09.2017	23.6
26.09.2017	21.1
27.09.2017	18.9
28.09.2017	17
29.09.2017	15.8
30.09.2017	14.4
01.10.2017	29.9
02.10.2017	581
03.10.2017	186
04.10.2017	99.2
05.10.2017	77.4
06.10.2017	53.4
07.10.2017	41.4
08.10.2017	26.6
09.10.2017	22.7
10.10.2017	21.6
11.10.2017	121
12.10.2017	340
13.10.2017	134
14.10.2017	142
15.10.2017	83.2
16.10.2017	64.4
17.10.2017	101
18.10.2017	164
19.10.2017	82.9
20.10.2017	64.5
21.10.2017	79.1
22.10.2017	502
23.10.2017	213
24.10.2017	503
25.10.2017	911
26.10.2017	201
27.10.2017	127
28.10.2017	99.3
29.10.2017	72
30.10.2017	57.4
31.10.2017	52.4
01.11.2017	48.6
02.11.2017	41.2
03.11.2017	35.8
04.11.2017	32.7
05.11.2017	353
06.11.2017	150
07.11.2017	90.8
08.11.2017	82.7
09.11.2017	168
10.11.2017	377
11.11.2017	333
12.11.2017	123
13.11.2017	79.8
14.11.2017	65
15.11.2017	56.2
16.11.2017	163
17.11.2017	194
18.11.2017	113
19.11.2017	78.7
20.11.2017	61.2
21.11.2017	50.4
22.11.2017	59.7
23.11.2017	1083
24.11.2017	299
25.11.2017	129
26.11.2017	109
27.11.2017	101
28.11.2017	85.5
29.11.2017	72.6
30.11.2017	63.3
01.12.2017	55.3
02.12.2017	49.9
03.12.2017	43.6
04.12.2017	31.3
05.12.2017	29.6
06.12.2017	28.6
07.12.2017	246
08.12.2017	171
09.12.2017	79.6
10.12.2017	58.1
11.12.2017	44.6
12.12.2017	36.8
13.12.2017	27.9
14.12.2017	27.5
15.12.2017	23.8
16.12.2017	20.9
17.12.2017	19.1
18.12.2017	18.9
19.12.2017	17.6
20.12.2017	19.5
21.12.2017	18.8
22.12.2017	17
23.12.2017	24.4
24.12.2017	21.6
25.12.2017	21.5
26.12.2017	584
27.12.2017	268
28.12.2017	174
29.12.2017	163
30.12.2017	104
31.12.2017	80.8
01.01.2018	275
02.01.2018	174
03.01.2018	101
04.01.2018	81
05.01.2018	66.9
06.01.2018	51.4
07.01.2018	41
08.01.2018	36
09.01.2018	29.9
10.01.2018	25.6
11.01.2018	24.5
12.01.2018	22.4
13.01.2018	22.1
14.01.2018	22.3
15.01.2018	24.5
16.01.2018	27.3
17.01.2018	21.4
18.01.2018	19.7
19.01.2018	19
20.01.2018	18
21.01.2018	16.9
22.01.2018	17.2
23.01.2018	19.7
24.01.2018	519
25.01.2018	729
26.01.2018	189
27.01.2018	104
28.01.2018	82.6
29.01.2018	66.2
30.01.2018	54.4
31.01.2018	185
01.02.2018	168
02.02.2018	99.5
03.02.2018	70.9
04.02.2018	52.4
05.02.2018	45.8
06.02.2018	44.8
07.02.2018	36
08.02.2018	28.9
09.02.2018	32.2
10.02.2018	28
11.02.2018	28.8
12.02.2018	27.2
13.02.2018	23
14.02.2018	22
15.02.2018	22.5
16.02.2018	22.1
17.02.2018	20.4
18.02.2018	21.2
19.02.2018	20.3
20.02.2018	19.7
21.02.2018	19.7
22.02.2018	18.7
23.02.2018	18.9
24.02.2018	17.6
25.02.2018	16.5
26.02.2018	16.9
27.02.2018	15.6
28.02.2018	14.6
01.03.2018	15
02.03.2018	15.3
03.03.2018	14.6
04.03.2018	13.9
05.03.2018	13.4
06.03.2018	12.9
07.03.2018	12.4
08.03.2018	12.7
09.03.2018	12
10.03.2018	11.2
11.03.2018	11.7
12.03.2018	13.3
13.03.2018	12.4
14.03.2018	11.4
15.03.2018	10.9
16.03.2018	10.4
17.03.2018	10.2
18.03.2018	10.7
19.03.2018	11.3
20.03.2018	10.9
21.03.2018	12.3
22.03.2018	17.6
23.03.2018	15.5
24.03.2018	41.8
25.03.2018	67
26.03.2018	59.5
27.03.2018	35.5
28.03.2018	27.8
29.03.2018	23.4
30.03.2018	21.5
31.03.2018	20.4
01.04.2018	19.8
02.04.2018	19.2
03.04.2018	16.7
04.04.2018	141
05.04.2018	466
06.04.2018	312
07.04.2018	218
08.04.2018	212
09.04.2018	523
10.04.2018	456
11.04.2018	340
12.04.2018	402
13.04.2018	561
14.04.2018	776
15.04.2018	764
16.04.2018	510
17.04.2018	546
18.04.2018	567
19.04.2018	326
20.04.2018	240
21.04.2018	153
22.04.2018	105
23.04.2018	113
24.04.2018	98.9
25.04.2018	76
26.04.2018	60.1
27.04.2018	50.7
28.04.2018	43.8
29.04.2018	37.5
30.04.2018	31.7
01.05.2018	76.6
02.05.2018	73.7
03.05.2018	76.3
04.05.2018	76.6
05.05.2018	52.8
06.05.2018	41.5
07.05.2018	32.9
08.05.2018	27.4
09.05.2018	23.9
10.05.2018	25.3
11.05.2018	52.5
12.05.2018	32.3
13.05.2018	23.2
14.05.2018	19.2
15.05.2018	16.7
16.05.2018	14.9
17.05.2018	12.4
18.05.2018	11.1
19.05.2018	10.1
20.05.2018	9
21.05.2018	8.4
22.05.2018	8.2
23.05.2018	7
24.05.2018	6.1
25.05.2018	6.2
26.05.2018	5.7
27.05.2018	5.3
28.05.2018	5.2
29.05.2018	5.3
30.05.2018	4.5
31.05.2018	4.3
01.06.2018	4.8
02.06.2018	4.2
03.06.2018	4
04.06.2018	3.6
05.06.2018	3.2
06.06.2018	3.1
07.06.2018	3.1
08.06.2018	2.8
09.06.2018	3.1
10.06.2018	3
11.06.2018	7.6
12.06.2018	3.4
13.06.2018	4.3
14.06.2018	6.2
15.06.2018	4.2
16.06.2018	2.8
17.06.2018	110
18.06.2018	31.1
19.06.2018	11.4
20.06.2018	7.5
21.06.2018	7.2
22.06.2018	5.7
23.06.2018	4.5
24.06.2018	3.9
25.06.2018	3.4
26.06.2018	3
27.06.2018	2.6
28.06.2018	2.6
29.06.2018	2.4
30.06.2018	2.2
01.07.2018	2.2
02.07.2018	2.1
03.07.2018	1.9
04.07.2018	1.8
05.07.2018	1.8
06.07.2018	1.8
07.07.2018	1.6
08.07.2018	1.5
09.07.2018	2
10.07.2018	1.8
11.07.2018	1.8
12.07.2018	9.7
13.07.2018	3.5
14.07.2018	1.9
15.07.2018	1.7
16.07.2018	1.7
17.07.2018	2.8
18.07.2018	1.9
19.07.2018	1.8
20.07.2018	1.7
21.07.2018	1.8
22.07.2018	1.7
23.07.2018	1.5
24.07.2018	1.5
25.07.2018	1.4
26.07.2018	1.5
27.07.2018	1.4
28.07.2018	2.8
29.07.2018	5.1
30.07.2018	1.9
31.07.2018	2.4
01.08.2018	4.3
02.08.2018	1.7
03.08.2018	1.6
04.08.2018	2
05.08.2018	1.4
06.08.2018	1.4
07.08.2018	1.5
08.08.2018	4.3
09.08.2018	2.1
10.08.2018	10.1
11.08.2018	2.3
12.08.2018	2.4
13.08.2018	1.4
14.08.2018	1.2
15.08.2018	1.1
16.08.2018	1.7
17.08.2018	2.9
18.08.2018	2.3
19.08.2018	1.4
20.08.2018	1.5
21.08.2018	1.8
22.08.2018	1.8
23.08.2018	1.8
24.08.2018	1.2
25.08.2018	1.1
26.08.2018	1
27.08.2018	1
28.08.2018	1
29.08.2018	0.9
30.08.2018	2.1
31.08.2018	1.1
01.09.2018	0.9
02.09.2018	0.8
03.09.2018	0.8
04.09.2018	1.6
05.09.2018	1
06.09.2018	1.6
07.09.2018	1.3
08.09.2018	7.6
09.09.2018	19.3
10.09.2018	43.1
11.09.2018	122
12.09.2018	32.5
13.09.2018	10.4
14.09.2018	6.4
15.09.2018	4.8
16.09.2018	4.9
17.09.2018	5.4
18.09.2018	4.4
19.09.2018	3.6
20.09.2018	3.1
21.09.2018	19.8
22.09.2018	36.9
23.09.2018	10.9
24.09.2018	6.6
25.09.2018	5
26.09.2018	4.5
27.09.2018	6.3
28.09.2018	5.3
29.09.2018	4.3
30.09.2018	4.1
01.10.2018	3.5
02.10.2018	7.4
03.10.2018	7.8
04.10.2018	5.4
05.10.2018	5
06.10.2018	4.6
07.10.2018	7
08.10.2018	8.9
09.10.2018	5
10.10.2018	4.1
11.10.2018	3.7
12.10.2018	4.6
13.10.2018	3.7
14.10.2018	3.5
15.10.2018	3.6
16.10.2018	7.1
17.10.2018	5.5
18.10.2018	4.9
19.10.2018	5.3
20.10.2018	4.3
21.10.2018	4.2
22.10.2018	4.4
23.10.2018	4.7
24.10.2018	3.6
25.10.2018	3.6
26.10.2018	3.3
27.10.2018	3.5
28.10.2018	2.8
29.10.2018	2.9
30.10.2018	8.8
31.10.2018	201
01.11.2018	72.2
02.11.2018	110
03.11.2018	80.7
04.11.2018	52.5
05.11.2018	33.9
06.11.2018	24.6
07.11.2018	19.1
08.11.2018	16.7
09.11.2018	16.5
10.11.2018	328
11.11.2018	1709
12.11.2018	901
13.11.2018	367
14.11.2018	214
15.11.2018	164
16.11.2018	104
17.11.2018	72
18.11.2018	55.7
19.11.2018	45.3
20.11.2018	37.9
21.11.2018	29.2
22.11.2018	26.1
23.11.2018	22.2
24.11.2018	18.8
25.11.2018	16.2
26.11.2018	14
27.11.2018	10.7
28.11.2018	9.3
29.11.2018	29.6
30.11.2018	719
01.12.2018	458
02.12.2018	403
03.12.2018	608
04.12.2018	383
05.12.2018	132
06.12.2018	81.3
07.12.2018	66.4
08.12.2018	59.1
09.12.2018	47.8
10.12.2018	38.3
11.12.2018	33
12.12.2018	28.4
13.12.2018	26.6
14.12.2018	24
15.12.2018	22.3
16.12.2018	24.2
17.12.2018	22.9
18.12.2018	20.6
19.12.2018	21.4
20.12.2018	41.5
21.12.2018	44.8
22.12.2018	37.2
23.12.2018	28.8
24.12.2018	22.3
25.12.2018	21.2
26.12.2018	19.2
27.12.2018	20.6
28.12.2018	18.7
29.12.2018	17.1
30.12.2018	14.7
31.12.2018	21.5
01.01.2019	53.5
02.01.2019	42.1
03.01.2019	28
04.01.2019	23.6
05.01.2019	20.1
06.01.2019	17.1
07.01.2019	17.3
08.01.2019	17.5
09.01.2019	12.2
10.01.2019	12.8
11.01.2019	12.8
12.01.2019	11.7
13.01.2019	11.8
14.01.2019	8.9
15.01.2019	8.1
16.01.2019	8.7
17.01.2019	7.9
18.01.2019	5.7
19.01.2019	6.2
20.01.2019	5.9
21.01.2019	6.2
22.01.2019	6.8
23.01.2019	6.9
24.01.2019	6.4
25.01.2019	6.8
26.01.2019	7.2
27.01.2019	7.3
28.01.2019	7.1
29.01.2019	6.4
30.01.2019	5.6
31.01.2019	5.5
01.02.2019	5.7
02.02.2019	6
03.02.2019	5.9
04.02.2019	6
05.02.2019	6.2
06.02.2019	6
07.02.2019	6.8
08.02.2019	7.8
09.02.2019	523
10.02.2019	709
11.02.2019	305
12.02.2019	122
13.02.2019	90.2
14.02.2019	83.1
15.02.2019	178
16.02.2019	334
17.02.2019	181
18.02.2019	690
19.02.2019	742
20.02.2019	210
21.02.2019	122
22.02.2019	90.7
23.02.2019	221
24.02.2019	398
25.02.2019	195
26.02.2019	157
27.02.2019	158
28.02.2019	114
01.03.2019	82.3
02.03.2019	66.1
03.03.2019	277
04.03.2019	280
05.03.2019	161
06.03.2019	104
07.03.2019	339
08.03.2019	562
09.03.2019	177
10.03.2019	113
11.03.2019	81.4
12.03.2019	66.1
13.03.2019	71.4
14.03.2019	69.5
15.03.2019	58.9
16.03.2019	53.2
17.03.2019	339
18.03.2019	354
19.03.2019	180
20.03.2019	308
21.03.2019	737
22.03.2019	316
23.03.2019	310
24.03.2019	170
25.03.2019	120
26.03.2019	88.9
27.03.2019	81
28.03.2019	88.1
29.03.2019	111
30.03.2019	111
31.03.2019	82.1
01.04.2019	55.4
02.04.2019	49.2
03.04.2019	44.5
04.04.2019	43.3
05.04.2019	41.8
06.04.2019	38.3
07.04.2019	32.7
08.04.2019	26.3
09.04.2019	22.5
10.04.2019	19.8
11.04.2019	18
12.04.2019	16.6
13.04.2019	15.5
14.04.2019	14.6
15.04.2019	14.3
16.04.2019	13.6
17.04.2019	12.8
18.04.2019	12.1
19.04.2019	11.6
20.04.2019	11.3
