date Q_m3d source
2012-9-3 0 lake
2012-9-4 9802.65 drain
2012-9-4 65006.4 overland
2012-9-4 4.0228 stream
2012-9-4 0 lake
2012-9-5 9433.04 drain
2012-9-5 59762.4 overland
2012-9-5 4.1118 stream
2012-9-5 0 lake
2012-9-6 9732.35 drain
2012-9-6 65154.5 overland
2012-9-6 4.05329 stream
2012-9-6 0 lake
2012-9-7 8799.09 drain
2012-9-7 62952.3 overland
2012-9-7 4.07979 stream
2012-9-7 0 lake
2012-9-8 9643.79 drain
2012-9-8 66157.7 overland
2012-9-8 4.1292 stream
2012-9-8 0 lake
2012-9-9 8607.59 drain
2012-9-9 64378.4 overland
2012-9-9 4.12757 stream
2012-9-9 0 lake
2012-9-10 8318.54 drain
2012-9-10 65605.9 overland
2012-9-10 4.20945 stream
2012-9-10 0 lake
2012-9-11 8053.57 drain
2012-9-11 66245.9 overland
2012-9-11 4.03492 stream
2012-9-11 0 lake
2012-9-12 7909.46 drain
2012-9-12 66670.8 overland
2012-9-12 4.08803 stream
2012-9-12 0 lake
2012-9-13 8672.27 drain
2012-9-13 68565.7 overland
2012-9-13 4.11668 stream
2012-9-13 0 lake
2012-9-14 8356.23 drain
2012-9-14 69224 overland
2012-9-14 4.14643 stream
2012-9-14 0 lake
2012-9-15 15950 drain
2012-9-15 92947.6 overland
2012-9-15 4.18526 stream
2012-9-15 0 lake
2012-9-16 13191.2 drain
2012-9-16 68296.2 overland
2012-9-16 4.17343 stream
2012-9-16 0 lake
2012-9-17 11152.6 drain
2012-9-17 66880.6 overland
2012-9-17 4.21532 stream
2012-9-17 0 lake
2012-9-18 15677.3 drain
2012-9-18 80235.5 overland
2012-9-18 4.15923 stream
2012-9-18 0 lake
2012-9-19 20798.6 drain
2012-9-19 126505 overland
2012-9-19 4.2854 stream
2012-9-19 0 lake
2012-9-20 20791.9 drain
2012-9-20 93658.7 overland
2012-9-20 4.24133 stream
2012-9-20 0 lake
2012-9-21 13514.9 drain
2012-9-21 46749.6 overland
2012-9-21 4.12758 stream
2012-9-21 0 lake
2012-9-22 12303.3 drain
2012-9-22 62414.7 overland
2012-9-22 4.1434 stream
2012-9-22 0 lake
2012-9-23 11150.4 drain
2012-9-23 69370.9 overland
2012-9-23 4.29413 stream
2012-9-23 0 lake
2012-9-24 12573.5 drain
2012-9-24 75312 overland
2012-9-24 4.14117 stream
2012-9-24 0 lake
2012-9-25 10442.3 drain
2012-9-25 78448 overland
2012-9-25 4.2007 stream
2012-9-25 0 lake
2012-9-26 9804.29 drain
2012-9-26 75711 overland
2012-9-26 4.33482 stream
2012-9-26 0 lake
2012-9-27 26971.4 drain
2012-9-27 171790 overland
2012-9-27 4.23214 stream
2012-9-27 0 lake
2012-9-28 21224.8 drain
2012-9-28 113442 overland
2012-9-28 4.33623 stream
2012-9-28 0 lake
2012-9-29 13126 drain
2012-9-29 47955.3 overland
2012-9-29 4.27824 stream
2012-9-29 0 lake
2012-9-30 23543.4 drain
2012-9-30 129562 overland
2012-9-30 4.27498 stream
2012-9-30 0 lake
2012-10-1 13440 drain
2012-10-1 53077.7 overland
2012-10-1 4.22091 stream
2012-10-1 0 lake
2012-10-2 15060.8 drain
2012-10-2 85500.3 overland
2012-10-2 4.35139 stream
2012-10-2 0 lake
2012-10-3 11413.1 drain
2012-10-3 64029 overland
2012-10-3 4.22341 stream
2012-10-3 0 lake
2012-10-4 10370.8 drain
2012-10-4 85306.3 overland
2012-10-4 4.22224 stream
2012-10-4 0 lake
2012-10-5 23769.7 drain
2012-10-5 143119 overland
2012-10-5 4.27852 stream
2012-10-5 0 lake
2012-10-6 11923.1 drain
2012-10-6 64980 overland
2012-10-6 4.3956 stream
2012-10-6 0 lake
2012-10-7 10566.9 drain
2012-10-7 89222.3 overland
2012-10-7 4.31507 stream
2012-10-7 0 lake
2012-10-8 9420.65 drain
2012-10-8 72773 overland
2012-10-8 4.34441 stream
2012-10-8 0 lake
2012-10-9 8579.03 drain
2012-10-9 84511 overland
2012-10-9 4.44601 stream
2012-10-9 0 lake
2012-10-10 19822.8 drain
2012-10-10 123628 overland
2012-10-10 4.46029 stream
2012-10-10 0 lake
2012-10-11 10704.5 drain
2012-10-11 74509.6 overland
2012-10-11 4.32089 stream
2012-10-11 0 lake
2012-10-12 9897.76 drain
2012-10-12 97646.6 overland
2012-10-12 4.29746 stream
2012-10-12 0 lake
2012-10-13 9124.84 drain
2012-10-13 80823.3 overland
2012-10-13 4.37127 stream
2012-10-13 0 lake
2012-10-14 8307.42 drain
2012-10-14 88177 overland
2012-10-14 4.41016 stream
2012-10-14 0 lake
2012-10-15 7989.61 drain
2012-10-15 95083.6 overland
2012-10-15 4.28944 stream
2012-10-15 0 lake
2012-10-16 12776.4 drain
2012-10-16 105868 overland
2012-10-16 4.35553 stream
2012-10-16 0 lake
2012-10-17 10236.5 drain
2012-10-17 85779.7 overland
2012-10-17 4.36866 stream
2012-10-17 0 lake
2012-10-18 24491.8 drain
2012-10-18 175608 overland
2012-10-18 4.4246 stream
2012-10-18 0 lake
2012-10-19 15371 drain
2012-10-19 89211.3 overland
2012-10-19 4.44394 stream
2012-10-19 0 lake
2012-10-20 20472.3 drain
2012-10-20 120829 overland
2012-10-20 4.43446 stream
2012-10-20 0 lake
2012-10-21 12781.7 drain
2012-10-21 64049 overland
2012-10-21 4.45238 stream
2012-10-21 0 lake
2012-10-22 27677.5 drain
2012-10-22 182561 overland
2012-10-22 4.50453 stream
2012-10-22 0 lake
2012-10-23 13057.5 drain
2012-10-23 67211.9 overland
2012-10-23 4.39894 stream
2012-10-23 0 lake
2012-10-24 11549.6 drain
2012-10-24 93876.2 overland
2012-10-24 4.3975 stream
2012-10-24 0 lake
2012-10-25 10061.3 drain
2012-10-25 82091.4 overland
2012-10-25 4.42909 stream
2012-10-25 0 lake
2012-10-26 9716.61 drain
2012-10-26 100991 overland
2012-10-26 4.52663 stream
2012-10-26 0 lake
2012-10-27 8323.88 drain
2012-10-27 105932 overland
2012-10-27 4.45291 stream
2012-10-27 0 lake
2012-10-28 7960.2 drain
2012-10-28 103210 overland
2012-10-28 4.51193 stream
2012-10-28 0 lake
2012-10-29 7637.31 drain
2012-10-29 185873 overland
2012-10-29 4.46137 stream
2012-10-29 0 lake
2012-10-30 7458.29 drain
2012-10-30 133141 overland
2012-10-30 4.5844 stream
2012-10-30 0 lake
2012-10-31 7505.62 drain
2012-10-31 119646 overland
2012-10-31 4.53674 stream
2012-10-31 0 lake
2012-11-1 7285.68 drain
2012-11-1 101265 overland
2012-11-1 4.49125 stream
2012-11-1 0 lake
2012-11-2 27841.4 drain
2012-11-2 146285 overland
2012-11-2 4.39593 stream
2012-11-2 0 lake
2012-11-3 29626.9 drain
2012-11-3 167164 overland
2012-11-3 4.51643 stream
2012-11-3 0 lake
2012-11-4 22713.4 drain
2012-11-4 134793 overland
2012-11-4 4.50681 stream
2012-11-4 0 lake
2012-11-5 19243.9 drain
2012-11-5 95379.2 overland
2012-11-5 4.4207 stream
2012-11-5 0 lake
2012-11-6 13447.4 drain
2012-11-6 76314.1 overland
2012-11-6 4.49242 stream
2012-11-6 0 lake
2012-11-7 11642.1 drain
2012-11-7 168406 overland
2012-11-7 4.55294 stream
2012-11-7 0 lake
2012-11-8 10384.2 drain
2012-11-8 136010 overland
2012-11-8 4.51296 stream
2012-11-8 0 lake
2012-11-9 9521.13 drain
2012-11-9 120063 overland
2012-11-9 4.51823 stream
2012-11-9 0 lake
2012-11-10 9128.43 drain
2012-11-10 125045 overland
2012-11-10 4.58152 stream
2012-11-10 0 lake
2012-11-11 17141.5 drain
2012-11-11 95951.3 overland
2012-11-11 4.63881 stream
2012-11-11 0 lake
2012-11-12 17520.1 drain
2012-11-12 108830 overland
2012-11-12 4.55042 stream
2012-11-12 0 lake
2012-11-13 16627.1 drain
2012-11-13 111289 overland
2012-11-13 4.56541 stream
2012-11-13 0 lake
2012-11-14 12065.2 drain
2012-11-14 149807 overland
2012-11-14 4.53597 stream
2012-11-14 0 lake
2012-11-15 11671 drain
2012-11-15 82097.8 overland
2012-11-15 4.59653 stream
2012-11-15 0 lake
2012-11-16 10219.2 drain
2012-11-16 93323.8 overland
2012-11-16 4.58931 stream
2012-11-16 0 lake
2012-11-17 8777.51 drain
2012-11-17 93480.4 overland
2012-11-17 4.56679 stream
2012-11-17 0 lake
2012-11-18 8312.64 drain
2012-11-18 129138 overland
2012-11-18 4.63223 stream
2012-11-18 0 lake
2012-11-19 24119.9 drain
2012-11-19 218493 overland
2012-11-19 4.6205 stream
2012-11-19 0 lake
2012-11-20 11079.1 drain
2012-11-20 95200.1 overland
2012-11-20 4.53579 stream
2012-11-20 0 lake
2012-11-21 14289.6 drain
2012-11-21 114540 overland
2012-11-21 4.5343 stream
2012-11-21 0 lake
2012-11-22 13431.5 drain
2012-11-22 111428 overland
2012-11-22 4.64706 stream
2012-11-22 0 lake
2012-11-23 13890.9 drain
2012-11-23 133819 overland
2012-11-23 4.62957 stream
2012-11-23 0 lake
2012-11-24 13647.6 drain
2012-11-24 127561 overland
2012-11-24 4.6153 stream
2012-11-24 0 lake
2012-11-25 11964.6 drain
2012-11-25 121202 overland
2012-11-25 4.60937 stream
2012-11-25 0 lake
2012-11-26 9298.01 drain
2012-11-26 206546 overland
2012-11-26 4.57672 stream
2012-11-26 0 lake
2012-11-27 8751.52 drain
2012-11-27 94932.2 overland
2012-11-27 4.59979 stream
2012-11-27 0 lake
2012-11-28 8439.48 drain
2012-11-28 168754 overland
2012-11-28 4.71839 stream
2012-11-28 0 lake
2012-11-29 8526.46 drain
2012-11-29 95684.5 overland
2012-11-29 4.66744 stream
2012-11-29 0 lake
2012-11-30 7664.27 drain
2012-11-30 169825 overland
2012-11-30 4.65196 stream
2012-11-30 0 lake
2012-12-1 5258.34 drain
2012-12-1 170018 overland
2012-12-1 4.63626 stream
2012-12-1 0 lake
2012-12-2 5259.37 drain
2012-12-2 137718 overland
2012-12-2 4.59055 stream
2012-12-2 0 lake
2012-12-3 5284.68 drain
2012-12-3 138728 overland
2012-12-3 4.62047 stream
2012-12-3 0 lake
2012-12-4 5304.16 drain
2012-12-4 140812 overland
2012-12-4 4.6857 stream
2012-12-4 0 lake
2012-12-5 5319.85 drain
2012-12-5 140043 overland
2012-12-5 4.71242 stream
2012-12-5 0 lake
2012-12-6 5338.37 drain
2012-12-6 141861 overland
2012-12-6 4.6896 stream
2012-12-6 0 lake
2012-12-7 5357.48 drain
2012-12-7 143003 overland
2012-12-7 4.66853 stream
2012-12-7 0 lake
2012-12-8 5358.3 drain
2012-12-8 143343 overland
2012-12-8 4.64556 stream
2012-12-8 0 lake
2012-12-9 5373.29 drain
2012-12-9 144339 overland
2012-12-9 4.72007 stream
2012-12-9 0 lake
2012-12-10 5396.72 drain
2012-12-10 146177 overland
2012-12-10 4.73946 stream
2012-12-10 0 lake
2012-12-11 5430.93 drain
2012-12-11 145482 overland
2012-12-11 4.71219 stream
2012-12-11 0 lake
2012-12-12 5422.6 drain
2012-12-12 148003 overland
2012-12-12 4.68585 stream
2012-12-12 0 lake
2012-12-13 5438.04 drain
2012-12-13 148190 overland
2012-12-13 4.73333 stream
2012-12-13 0 lake
2012-12-14 5452.59 drain
2012-12-14 149107 overland
2012-12-14 4.70421 stream
2012-12-14 0 lake
2012-12-15 5466.9 drain
2012-12-15 150117 overland
2012-12-15 4.68699 stream
2012-12-15 0 lake
2012-12-16 5485.35 drain
2012-12-16 151161 overland
2012-12-16 4.71592 stream
2012-12-16 0 lake
2012-12-17 18696.8 drain
2012-12-17 151997 overland
2012-12-17 4.72476 stream
2012-12-17 0 lake
2012-12-18 14336.5 drain
2012-12-18 81135.5 overland
2012-12-18 4.64949 stream
2012-12-18 0 lake
2012-12-19 11908.3 drain
2012-12-19 187347 overland
2012-12-19 4.72592 stream
2012-12-19 0 lake
2012-12-20 10068.9 drain
2012-12-20 188912 overland
2012-12-20 4.67529 stream
2012-12-20 0 lake
2012-12-21 5550.18 drain
2012-12-21 155044 overland
2012-12-21 4.7532 stream
2012-12-21 0 lake
2012-12-22 5571.54 drain
2012-12-22 157506 overland
2012-12-22 4.7385 stream
2012-12-22 0 lake
2012-12-23 5583.08 drain
2012-12-23 157853 overland
2012-12-23 4.79137 stream
2012-12-23 0 lake
2012-12-24 5604.22 drain
2012-12-24 158743 overland
2012-12-24 4.74536 stream
2012-12-24 0 lake
2012-12-25 5618.17 drain
2012-12-25 159768 overland
2012-12-25 4.78326 stream
2012-12-25 0 lake
2012-12-26 5635.94 drain
2012-12-26 160893 overland
2012-12-26 4.75515 stream
2012-12-26 0 lake
2012-12-27 5646.89 drain
2012-12-27 161822 overland
2012-12-27 4.79242 stream
2012-12-27 0 lake
2012-12-28 14427.3 drain
2012-12-28 163170 overland
2012-12-28 4.82522 stream
2012-12-28 0 lake
2012-12-29 5676.2 drain
2012-12-29 164526 overland
2012-12-29 4.85291 stream
2012-12-29 0 lake
2012-12-30 5683.48 drain
2012-12-30 164367 overland
2012-12-30 4.65507 stream
2012-12-30 0 lake
2012-12-31 25142.9 drain
2012-12-31 161616 overland
2012-12-31 4.76381 stream
2012-12-31 0 lake
2013-1-1 20585.8 drain
2013-1-1 155596 overland
2013-1-1 4.78917 stream
2013-1-1 0 lake
2013-1-2 13215.2 drain
2013-1-2 179419 overland
2013-1-2 4.83305 stream
2013-1-2 0 lake
2013-1-3 5760.21 drain
2013-1-3 175343 overland
2013-1-3 4.73987 stream
2013-1-3 0 lake
2013-1-4 14764.6 drain
2013-1-4 100878 overland
2013-1-4 4.88724 stream
2013-1-4 0 lake
2013-1-5 11600.5 drain
2013-1-5 214112 overland
2013-1-5 4.84521 stream
2013-1-5 0 lake
2013-1-6 10641.6 drain
2013-1-6 204726 overland
2013-1-6 4.85799 stream
2013-1-6 0 lake
2013-1-7 9945.9 drain
2013-1-7 171803 overland
2013-1-7 4.70912 stream
2013-1-7 0 lake
2013-1-8 9491.91 drain
2013-1-8 175372 overland
2013-1-8 4.75317 stream
2013-1-8 0 lake
2013-1-9 8662.77 drain
2013-1-9 174175 overland
2013-1-9 4.86875 stream
2013-1-9 0 lake
2013-1-10 8320.61 drain
2013-1-10 174862 overland
2013-1-10 4.91296 stream
2013-1-10 0 lake
2013-1-11 8148.1 drain
2013-1-11 176955 overland
2013-1-11 4.75391 stream
2013-1-11 0 lake
2013-1-12 5948.86 drain
2013-1-12 177598 overland
2013-1-12 4.75227 stream
2013-1-12 0 lake
2013-1-13 5960 drain
2013-1-13 178808 overland
2013-1-13 4.81214 stream
2013-1-13 0 lake
2013-1-14 5980.25 drain
2013-1-14 179713 overland
2013-1-14 4.89895 stream
2013-1-14 0 lake
2013-1-15 6004.58 drain
2013-1-15 180673 overland
2013-1-15 4.77054 stream
2013-1-15 0 lake
2013-1-16 6039.1 drain
2013-1-16 181819 overland
2013-1-16 4.81416 stream
2013-1-16 0 lake
2013-1-17 6046.5 drain
2013-1-17 182768 overland
2013-1-17 4.8519 stream
2013-1-17 0 lake
2013-1-18 6075.1 drain
2013-1-18 183814 overland
2013-1-18 4.80943 stream
2013-1-18 0 lake
2013-1-19 6085.08 drain
2013-1-19 184856 overland
2013-1-19 4.82745 stream
2013-1-19 0 lake
2013-1-20 6137.24 drain
2013-1-20 186081 overland
2013-1-20 4.78287 stream
2013-1-20 0 lake
2013-1-21 6147.96 drain
2013-1-21 187015 overland
2013-1-21 4.84569 stream
2013-1-21 0 lake
2013-1-22 6157.07 drain
2013-1-22 187909 overland
2013-1-22 4.98494 stream
2013-1-22 0 lake
2013-1-23 6173.25 drain
2013-1-23 189022 overland
2013-1-23 4.87057 stream
2013-1-23 0 lake
2013-1-24 6195.9 drain
2013-1-24 190107 overland
2013-1-24 4.77325 stream
2013-1-24 0 lake
2013-1-25 6239.57 drain
2013-1-25 191121 overland
2013-1-25 4.87584 stream
2013-1-25 0 lake
2013-1-26 6258.62 drain
2013-1-26 192090 overland
2013-1-26 4.75664 stream
2013-1-26 0 lake
2013-1-27 6268.47 drain
2013-1-27 192932 overland
2013-1-27 4.87535 stream
2013-1-27 0 lake
2013-1-28 6288.66 drain
2013-1-28 194256 overland
2013-1-28 4.83069 stream
2013-1-28 0 lake
2013-1-29 20184.6 drain
2013-1-29 108138 overland
2013-1-29 4.85138 stream
2013-1-29 0 lake
2013-1-30 14211.8 drain
2013-1-30 250542 overland
2013-1-30 4.97189 stream
2013-1-30 0 lake
2013-1-31 14355.9 drain
2013-1-31 161190 overland
2013-1-31 4.8943 stream
2013-1-31 0 lake
2013-2-1 10581.1 drain
2013-2-1 235036 overland
2013-2-1 4.8147 stream
2013-2-1 0 lake
2013-2-2 6427.11 drain
2013-2-2 231231 overland
2013-2-2 4.77333 stream
2013-2-2 0 lake
2013-2-3 6441.54 drain
2013-2-3 200460 overland
2013-2-3 5.08771 stream
2013-2-3 0 lake
2013-2-4 6454.95 drain
2013-2-4 201853 overland
2013-2-4 4.92454 stream
2013-2-4 0 lake
2013-2-5 6475.47 drain
2013-2-5 202805 overland
2013-2-5 4.80942 stream
2013-2-5 0 lake
2013-2-6 6510.55 drain
2013-2-6 203843 overland
2013-2-6 4.91184 stream
2013-2-6 0 lake
2013-2-7 13020.5 drain
2013-2-7 204990 overland
2013-2-7 4.79239 stream
2013-2-7 0 lake
2013-2-8 6540.74 drain
2013-2-8 205878 overland
2013-2-8 4.90491 stream
2013-2-8 0 lake
2013-2-9 6563.82 drain
2013-2-9 206952 overland
2013-2-9 4.87777 stream
2013-2-9 0 lake
2013-2-10 6576.48 drain
2013-2-10 208053 overland
2013-2-10 4.96111 stream
2013-2-10 0 lake
2013-2-11 6589.12 drain
2013-2-11 209233 overland
2013-2-11 4.84616 stream
2013-2-11 0 lake
2013-2-12 6603.27 drain
2013-2-12 210274 overland
2013-2-12 4.92136 stream
2013-2-12 0 lake
2013-2-13 6646.63 drain
2013-2-13 211267 overland
2013-2-13 4.85855 stream
2013-2-13 0 lake
2013-2-14 6669.06 drain
2013-2-14 212269 overland
2013-2-14 4.91958 stream
2013-2-14 0 lake
2013-2-15 6684.15 drain
2013-2-15 213552 overland
2013-2-15 4.86041 stream
2013-2-15 0 lake
2013-2-16 6708.82 drain
2013-2-16 214611 overland
2013-2-16 4.86355 stream
2013-2-16 0 lake
2013-2-17 16435.4 drain
2013-2-17 215523 overland
2013-2-17 4.81936 stream
2013-2-17 0 lake
2013-2-18 12852.6 drain
2013-2-18 217536 overland
2013-2-18 5.01424 stream
2013-2-18 0 lake
2013-2-19 11384.8 drain
2013-2-19 216719 overland
2013-2-19 5.04041 stream
2013-2-19 0 lake
2013-2-20 6794.05 drain
2013-2-20 218845 overland
2013-2-20 4.87912 stream
2013-2-20 0 lake
2013-2-21 6798.53 drain
2013-2-21 219819 overland
2013-2-21 4.91043 stream
2013-2-21 0 lake
2013-2-22 6817.48 drain
2013-2-22 220904 overland
2013-2-22 4.8743 stream
2013-2-22 0 lake
2013-2-23 6823.38 drain
2013-2-23 221947 overland
2013-2-23 5.10732 stream
2013-2-23 0 lake
2013-2-24 12803 drain
2013-2-24 223290 overland
2013-2-24 4.94121 stream
2013-2-24 0 lake
2013-2-25 10991 drain
2013-2-25 224166 overland
2013-2-25 4.85425 stream
2013-2-25 0 lake
2013-2-26 6879.48 drain
2013-2-26 225371 overland
2013-2-26 4.94913 stream
2013-2-26 0 lake
2013-2-27 6906.38 drain
2013-2-27 226177 overland
2013-2-27 5.1444 stream
2013-2-27 0 lake
2013-2-28 6911.74 drain
2013-2-28 227352 overland
2013-2-28 4.89521 stream
2013-2-28 0 lake
2013-3-1 11918 drain
2013-3-1 228407 overland
2013-3-1 4.87605 stream
2013-3-1 0 lake
2013-3-2 10879.6 drain
2013-3-2 231904 overland
2013-3-2 5.06914 stream
2013-3-2 0 lake
2013-3-3 13084.5 drain
2013-3-3 159663 overland
2013-3-3 4.91596 stream
2013-3-3 0 lake
2013-3-4 9880.92 drain
2013-3-4 269987 overland
2013-3-4 4.92771 stream
2013-3-4 0 lake
2013-3-5 9191.27 drain
2013-3-5 263165 overland
2013-3-5 4.9757 stream
2013-3-5 0 lake
2013-3-6 8989.86 drain
2013-3-6 233865 overland
2013-3-6 5.03998 stream
2013-3-6 0 lake
2013-3-7 9062 drain
2013-3-7 237449 overland
2013-3-7 5.15039 stream
2013-3-7 0 lake
2013-3-8 7091.93 drain
2013-3-8 233504 overland
2013-3-8 4.94218 stream
2013-3-8 0 lake
2013-3-9 7109.48 drain
2013-3-9 236994 overland
2013-3-9 4.89511 stream
2013-3-9 0 lake
2013-3-10 7121.96 drain
2013-3-10 238145 overland
2013-3-10 4.89583 stream
2013-3-10 0 lake
2013-3-11 7152.32 drain
2013-3-11 239096 overland
2013-3-11 5.20435 stream
2013-3-11 0 lake
2013-3-12 7170.92 drain
2013-3-12 240294 overland
2013-3-12 4.9578 stream
2013-3-12 0 lake
2013-3-13 7196.92 drain
2013-3-13 241373 overland
2013-3-13 4.89855 stream
2013-3-13 0 lake
2013-3-14 7214.21 drain
2013-3-14 242516 overland
2013-3-14 5.06859 stream
2013-3-14 0 lake
2013-3-15 7228.74 drain
2013-3-15 243635 overland
2013-3-15 5.13651 stream
2013-3-15 0 lake
2013-3-16 7246.87 drain
2013-3-16 244672 overland
2013-3-16 4.92057 stream
2013-3-16 0 lake
2013-3-17 13747.2 drain
2013-3-17 245707 overland
2013-3-17 4.98858 stream
2013-3-17 0 lake
2013-3-18 11427 drain
2013-3-18 246852 overland
2013-3-18 4.8949 stream
2013-3-18 0 lake
2013-3-19 7304.78 drain
2013-3-19 247969 overland
2013-3-19 5.1398 stream
2013-3-19 0 lake
2013-3-20 7339.04 drain
2013-3-20 249226 overland
2013-3-20 5.03255 stream
2013-3-20 0 lake
2013-3-21 7347.69 drain
2013-3-21 250108 overland
2013-3-21 4.99489 stream
2013-3-21 0 lake
2013-3-22 7361.44 drain
2013-3-22 251402 overland
2013-3-22 4.966 stream
2013-3-22 0 lake
2013-3-23 7389.25 drain
2013-3-23 252294 overland
2013-3-23 5.26261 stream
2013-3-23 0 lake
2013-3-24 7412.32 drain
2013-3-24 253468 overland
2013-3-24 4.96931 stream
2013-3-24 0 lake
2013-3-25 7433.84 drain
2013-3-25 254461 overland
2013-3-25 4.92267 stream
2013-3-25 0 lake
2013-3-26 7440.13 drain
2013-3-26 255702 overland
2013-3-26 4.94999 stream
2013-3-26 0 lake
2013-3-27 14846 drain
2013-3-27 256408 overland
2013-3-27 5.17007 stream
2013-3-27 0 lake
2013-3-28 12358.4 drain
2013-3-28 257865 overland
2013-3-28 4.98109 stream
2013-3-28 0 lake
2013-3-29 7511.35 drain
2013-3-29 258817 overland
2013-3-29 5.04385 stream
2013-3-29 0 lake
2013-3-30 11774.9 drain
2013-3-30 260059 overland
2013-3-30 4.95752 stream
2013-3-30 0 lake
2013-3-31 10814.4 drain
2013-3-31 261205 overland
2013-3-31 5.20602 stream
2013-3-31 0 lake
2013-4-1 10217.7 drain
2013-4-1 262430 overland
2013-4-1 5.01638 stream
2013-4-1 0 lake
2013-4-2 10250.6 drain
2013-4-2 275931 overland
2013-4-2 4.99453 stream
2013-4-2 0 lake
2013-4-3 9963.18 drain
2013-4-3 262382 overland
2013-4-3 4.95725 stream
2013-4-3 0 lake
2013-4-4 10052.1 drain
2013-4-4 271274 overland
2013-4-4 5.24919 stream
2013-4-4 0 lake
2013-4-5 14304.6 drain
2013-4-5 192140 overland
2013-4-5 5.01815 stream
2013-4-5 0 lake
2013-4-6 11349.7 drain
2013-4-6 197388 overland
2013-4-6 4.99618 stream
2013-4-6 0 lake
2013-4-7 9846.99 drain
2013-4-7 377578 overland
2013-4-7 4.99964 stream
2013-4-7 0 lake
2013-4-8 9474.46 drain
2013-4-8 296164 overland
2013-4-8 5.22164 stream
2013-4-8 0 lake
2013-4-9 9260.36 drain
2013-4-9 277153 overland
2013-4-9 5.02288 stream
2013-4-9 0 lake
2013-4-10 9365.08 drain
2013-4-10 270659 overland
2013-4-10 5.01574 stream
2013-4-10 0 lake
2013-4-11 9239.13 drain
2013-4-11 275455 overland
2013-4-11 5.14138 stream
2013-4-11 0 lake
2013-4-12 9594.37 drain
2013-4-12 277315 overland
2013-4-12 4.96533 stream
2013-4-12 0 lake
2013-4-13 13932.5 drain
2013-4-13 204694 overland
2013-4-13 5.01607 stream
2013-4-13 0 lake
2013-4-14 12056.6 drain
2013-4-14 222136 overland
2013-4-14 5.04342 stream
2013-4-14 0 lake
2013-4-15 20601.2 drain
2013-4-15 346027 overland
2013-4-15 5.04527 stream
2013-4-15 0 lake
2013-4-16 20120.8 drain
2013-4-16 304770 overland
2013-4-16 5.30893 stream
2013-4-16 0 lake
2013-4-17 23736.2 drain
2013-4-17 312726 overland
2013-4-17 5.06237 stream
2013-4-17 0 lake
2013-4-18 30245.5 drain
2013-4-18 351475 overland
2013-4-18 5.059 stream
2013-4-18 0 lake
2013-4-19 31894.5 drain
2013-4-19 346465 overland
2013-4-19 5.04965 stream
2013-4-19 0 lake
2013-4-20 15202.4 drain
2013-4-20 209446 overland
2013-4-20 5.27098 stream
2013-4-20 0 lake
2013-4-21 12787 drain
2013-4-21 251152 overland
2013-4-21 5.03479 stream
2013-4-21 0 lake
2013-4-22 11518.2 drain
2013-4-22 284105 overland
2013-4-22 5.04818 stream
2013-4-22 0 lake
2013-4-23 10875 drain
2013-4-23 281840 overland
2013-4-23 5.02964 stream
2013-4-23 0 lake
2013-4-24 10249.1 drain
2013-4-24 278585 overland
2013-4-24 5.26768 stream
2013-4-24 0 lake
2013-4-25 9953.65 drain
2013-4-25 283734 overland
2013-4-25 5.0898 stream
2013-4-25 0 lake
2013-4-26 10055.4 drain
2013-4-26 288351 overland
2013-4-26 5.05109 stream
2013-4-26 0 lake
2013-4-27 9627.68 drain
2013-4-27 289531 overland
2013-4-27 5.04893 stream
2013-4-27 0 lake
2013-4-28 9543.23 drain
2013-4-28 281561 overland
2013-4-28 5.3566 stream
2013-4-28 0 lake
2013-4-29 16609.8 drain
2013-4-29 344888 overland
2013-4-29 5.16092 stream
2013-4-29 0 lake
2013-4-30 12160.9 drain
2013-4-30 270901 overland
2013-4-30 5.13758 stream
2013-4-30 0 lake
2013-5-1 9487.8 drain
2013-5-1 283922 overland
2013-5-1 5.07218 stream
2013-5-1 0 lake
2013-5-2 9485.79 drain
2013-5-2 290453 overland
2013-5-2 5.31798 stream
2013-5-2 0 lake
2013-5-3 9475.92 drain
2013-5-3 292466 overland
2013-5-3 5.09467 stream
2013-5-3 0 lake
2013-5-4 9971.72 drain
2013-5-4 288078 overland
2013-5-4 5.14508 stream
2013-5-4 0 lake
2013-5-5 13274.5 drain
2013-5-5 329228 overland
2013-5-5 5.095 stream
2013-5-5 0 lake
2013-5-6 9540.44 drain
2013-5-6 265737 overland
2013-5-6 5.35914 stream
2013-5-6 0 lake
2013-5-7 9537.39 drain
2013-5-7 308995 overland
2013-5-7 5.15898 stream
2013-5-7 0 lake
2013-5-8 9534.81 drain
2013-5-8 283065 overland
2013-5-8 5.1552 stream
2013-5-8 0 lake
2013-5-9 14617.2 drain
2013-5-9 350064 overland
2013-5-9 5.09557 stream
2013-5-9 0 lake
2013-5-10 14710 drain
2013-5-10 314036 overland
2013-5-10 5.38435 stream
2013-5-10 0 lake
2013-5-11 9879.61 drain
2013-5-11 271823 overland
2013-5-11 5.10002 stream
2013-5-11 0 lake
2013-5-12 10845 drain
2013-5-12 302195 overland
2013-5-12 5.13582 stream
2013-5-12 0 lake
2013-5-13 12050.9 drain
2013-5-13 302458 overland
2013-5-13 5.12269 stream
2013-5-13 0 lake
2013-5-14 13442 drain
2013-5-14 331658 overland
2013-5-14 5.33074 stream
2013-5-14 0 lake
2013-5-15 9888.35 drain
