date value parameter land_use
2012-10-10 225 sw_EHD loc3
2012-10-10 0.451668 theta_soil loc3
2012-10-10 0 dsc loc3
2012-10-10 0 infil2 loc2
2012-10-10 12.0746 infil loc2
2012-10-10 0 toDistribute loc2
2012-10-10 12.0746 dailySurplus loc2
2012-10-10 85.1857 availablePoreDepth loc2
2012-10-10 250 EHD loc2
2012-10-10 4534.27 SD loc2
2012-10-10 -4.78427 G loc2
2012-10-10 0.207555 theta_EHD loc2
2012-10-10 51.8889 sw_EHD loc2
2012-10-10 0.28491 theta_soil loc2
2012-10-10 0 dsc loc2
2012-10-10 3.66306 infil2 loc1
2012-10-10 3.42131 Qd loc1
2012-10-10 13.1033 infil loc1
2012-10-10 0 toDistribute loc1
2012-10-10 14.3661 dailySurplus loc1
2012-10-10 13.1033 availablePoreDepth loc1
2012-10-10 133.333 EHD loc1
2012-10-10 1631.14 SD loc1
2012-10-10 -1.76447 G loc1
2012-10-10 0.424527 theta_EHD loc1
2012-10-10 56.6035 sw_EHD loc1
2012-10-10 0.373239 theta_soil loc1
2012-10-10 1.2628 dsc loc1
2012-10-11 0 infil2 loc3
2012-10-11 5.0511 Qd loc3
2012-10-11 0 infil loc3
2012-10-11 0 toDistribute loc3
2012-10-11 0 dailySurplus loc3
2012-10-11 225 availablePoreDepth loc3
2012-10-11 500 EHD loc3
2012-10-11 2778.96 SD loc3
2012-10-11 -3.27391 G loc3
2012-10-11 0.45 theta_EHD loc3
2012-10-11 225 sw_EHD loc3
2012-10-11 0.450606 theta_soil loc3
2012-10-11 0 dsc loc3
2012-10-11 0 infil2 loc2
2012-10-11 0 infil loc2
2012-10-11 0 toDistribute loc2
2012-10-11 0 dailySurplus loc2
2012-10-11 76.3375 availablePoreDepth loc2
2012-10-11 250 EHD loc2
2012-10-11 4532.56 SD loc2
2012-10-11 -4.78256 G loc2
2012-10-11 0.19465 theta_EHD loc2
2012-10-11 48.6625 sw_EHD loc2
2012-10-11 0.285017 theta_soil loc2
2012-10-11 0 dsc loc2
2012-10-11 2.07681 infil2 loc1
2012-10-11 3.51766 Qd loc1
2012-10-11 0 infil loc1
2012-10-11 0 toDistribute loc1
2012-10-11 0 dailySurplus loc1
2012-10-11 4.79228 availablePoreDepth loc1
2012-10-11 133.333 EHD loc1
2012-10-11 1626.71 SD loc1
2012-10-11 -1.76004 G loc1
2012-10-11 0.400482 theta_EHD loc1
2012-10-11 53.3974 sw_EHD loc1
2012-10-11 0.373371 theta_soil loc1
2012-10-11 0 dsc loc1
2012-10-12 0 infil2 loc3
2012-10-12 2.83085 Qd loc3
2012-10-12 0.02 infil loc3
2012-10-12 0 toDistribute loc3
2012-10-12 0.02 dailySurplus loc3
2012-10-12 225 availablePoreDepth loc3
2012-10-12 500 EHD loc3
2012-10-12 2774.31 SD loc3
2012-10-12 -3.27148 G loc3
2012-10-12 0.45004 theta_EHD loc3
2012-10-12 225.02 sw_EHD loc3
2012-10-12 0.45034 theta_soil loc3
2012-10-12 0 dsc loc3
2012-10-12 0 infil2 loc2
2012-10-12 0 infil loc2
2012-10-12 0 toDistribute loc2
2012-10-12 0 dailySurplus loc2
2012-10-12 79.4819 availablePoreDepth loc2
2012-10-12 250 EHD loc2
2012-10-12 4530.84 SD loc2
2012-10-12 -4.78084 G loc2
2012-10-12 0.182072 theta_EHD loc2
2012-10-12 45.5181 sw_EHD loc2
2012-10-12 0.285126 theta_soil loc2
2012-10-12 0 dsc loc2
2012-10-12 1.02511 infil2 loc1
2012-10-12 3.23309 Qd loc1
2012-10-12 0 infil loc1
2012-10-12 0 toDistribute loc1
2012-10-12 0 dailySurplus loc1
2012-10-12 7.96964 availablePoreDepth loc1
2012-10-12 133.333 EHD loc1
2012-10-12 1622.28 SD loc1
2012-10-12 -1.75562 G loc1
2012-10-12 0.384539 theta_EHD loc1
2012-10-12 51.2718 sw_EHD loc1
2012-10-12 0.373028 theta_soil loc1
2012-10-12 0 dsc loc1
2012-10-13 0 infil2 loc3
2012-10-13 2.26304 Qd loc3
2012-10-13 0.26 infil loc3
2012-10-13 0 toDistribute loc3
2012-10-13 0.26 dailySurplus loc3
2012-10-13 224.98 availablePoreDepth loc3
2012-10-13 500 EHD loc3
2012-10-13 2769.71 SD loc3
2012-10-13 -3.26744 G loc3
2012-10-13 0.45056 theta_EHD loc3
2012-10-13 225.28 sw_EHD loc3
2012-10-13 0.450272 theta_soil loc3
2012-10-13 0 dsc loc3
2012-10-13 0 infil2 loc2
2012-10-13 0 infil loc2
2012-10-13 0 toDistribute loc2
2012-10-13 0 dailySurplus loc2
2012-10-13 82.5567 availablePoreDepth loc2
2012-10-13 250 EHD loc2
2012-10-13 4529.11 SD loc2
2012-10-13 -4.77911 G loc2
2012-10-13 0.169773 theta_EHD loc2
2012-10-13 42.4433 sw_EHD loc2
2012-10-13 0.285234 theta_soil loc2
2012-10-13 0 dsc loc2
2012-10-13 0.329586 infil2 loc1
2012-10-13 2.80877 Qd loc1
2012-10-13 0 infil loc1
2012-10-13 0 toDistribute loc1
2012-10-13 0 dailySurplus loc1
2012-10-13 10.0709 availablePoreDepth loc1
2012-10-13 133.333 EHD loc1
2012-10-13 1617.89 SD loc1
2012-10-13 -1.75122 G loc1
2012-10-13 0.373996 theta_EHD loc1
2012-10-13 49.866 sw_EHD loc1
2012-10-13 0.372509 theta_soil loc1
2012-10-13 0 dsc loc1
2012-10-14 0 infil2 loc3
2012-10-14 2.11325 Qd loc3
2012-10-14 0 infil loc3
2012-10-14 0 toDistribute loc3
2012-10-14 0 dailySurplus loc3
2012-10-14 224.72 availablePoreDepth loc3
2012-10-14 500 EHD loc3
2012-10-14 2765.12 SD loc3
2012-10-14 -3.26301 G loc3
2012-10-14 0.45056 theta_EHD loc3
2012-10-14 225.28 sw_EHD loc3
2012-10-14 0.450255 theta_soil loc3
2012-10-14 0 dsc loc3
2012-10-14 0 infil2 loc2
2012-10-14 0 infil loc2
2012-10-14 0 toDistribute loc2
2012-10-14 0 dailySurplus loc2
2012-10-14 85.7915 availablePoreDepth loc2
2012-10-14 250 EHD loc2
2012-10-14 4527.39 SD loc2
2012-10-14 -4.77739 G loc2
2012-10-14 0.156834 theta_EHD loc2
2012-10-14 39.2085 sw_EHD loc2
2012-10-14 0.285343 theta_soil loc2
2012-10-14 0 dsc loc2
2012-10-14 0 infil2 loc1
2012-10-14 2.4149 Qd loc1
2012-10-14 0 infil loc1
2012-10-14 0 toDistribute loc1
2012-10-14 0 dailySurplus loc1
2012-10-14 11.5327 availablePoreDepth loc1
2012-10-14 133.333 EHD loc1
2012-10-14 1613.5 SD loc1
2012-10-14 -1.74683 G loc1
2012-10-14 0.365505 theta_EHD loc1
2012-10-14 48.7338 sw_EHD loc1
2012-10-14 0.372025 theta_soil loc1
2012-10-14 0 dsc loc1
2012-10-15 0 infil2 loc3
2012-10-15 2.07063 Qd loc3
2012-10-15 0.13 infil loc3
2012-10-15 0 toDistribute loc3
2012-10-15 0.13 dailySurplus loc3
2012-10-15 224.72 availablePoreDepth loc3
2012-10-15 500 EHD loc3
2012-10-15 2760.55 SD loc3
2012-10-15 -3.25848 G loc3
2012-10-15 0.45082 theta_EHD loc3
2012-10-15 225.41 sw_EHD loc3
2012-10-15 0.45025 theta_soil loc3
2012-10-15 0 dsc loc3
2012-10-15 0 infil2 loc2
2012-10-15 0 infil loc2
2012-10-15 0 toDistribute loc2
2012-10-15 0 dailySurplus loc2
2012-10-15 89.0094 availablePoreDepth loc2
2012-10-15 250 EHD loc2
2012-10-15 4525.64 SD loc2
2012-10-15 -4.77564 G loc2
2012-10-15 0.143963 theta_EHD loc2
2012-10-15 35.9906 sw_EHD loc2
2012-10-15 0.285453 theta_soil loc2
2012-10-15 0 dsc loc2
2012-10-15 0 infil2 loc1
2012-10-15 2.14857 Qd loc1
2012-10-15 0 infil loc1
2012-10-15 0 toDistribute loc1
2012-10-15 0 dailySurplus loc1
2012-10-15 12.6589 availablePoreDepth loc1
2012-10-15 133.333 EHD loc1
2012-10-15 1609.14 SD loc1
2012-10-15 -1.74247 G loc1
2012-10-15 0.357058 theta_EHD loc1
2012-10-15 47.6076 sw_EHD loc1
2012-10-15 0.371699 theta_soil loc1
2012-10-15 0 dsc loc1
2012-10-16 7.80001 infil2 loc3
2012-10-16 7.90236 Qd loc3
2012-10-16 7.39 infil loc3
2012-10-16 0 toDistribute loc3
2012-10-16 7.39 dailySurplus loc3
2012-10-16 224.59 availablePoreDepth loc3
2012-10-16 500 EHD loc3
2012-10-16 2756 SD loc3
2012-10-16 -3.2481 G loc3
2012-10-16 0.45 theta_EHD loc3
2012-10-16 225 sw_EHD loc3
2012-10-16 0.450956 theta_soil loc3
2012-10-16 0 dsc loc3
2012-10-16 0 infil2 loc2
2012-10-16 4.16968 infil loc2
2012-10-16 0 toDistribute loc2
2012-10-16 4.16968 dailySurplus loc2
2012-10-16 92.2297 availablePoreDepth loc2
2012-10-16 250 EHD loc2
2012-10-16 4523.88 SD loc2
2012-10-16 -4.77388 G loc2
2012-10-16 0.14776 theta_EHD loc2
2012-10-16 36.94 sw_EHD loc2
2012-10-16 0.285564 theta_soil loc2
2012-10-16 0 dsc loc2
2012-10-16 1.17289 infil2 loc1
2012-10-16 2.35771 Qd loc1
2012-10-16 6.26289 infil loc1
2012-10-16 0 toDistribute loc1
2012-10-16 6.26289 dailySurplus loc1
2012-10-16 13.7861 availablePoreDepth loc1
2012-10-16 133.333 EHD loc1
2012-10-16 1604.78 SD loc1
2012-10-16 -1.73811 G loc1
2012-10-16 0.386779 theta_EHD loc1
2012-10-16 51.5705 sw_EHD loc1
2012-10-16 0.371969 theta_soil loc1
2012-10-16 0 dsc loc1
2012-10-17 2.77999 infil2 loc3
2012-10-17 5.59526 Qd loc3
2012-10-17 2.78 infil loc3
2012-10-17 0 toDistribute loc3
2012-10-17 2.78 dailySurplus loc3
2012-10-17 225 availablePoreDepth loc3
2012-10-17 500 EHD loc3
2012-10-17 2751.46 SD loc3
2012-10-17 -3.24586 G loc3
2012-10-17 0.45 theta_EHD loc3
2012-10-17 225 sw_EHD loc3
2012-10-17 0.450678 theta_soil loc3
2012-10-17 0 dsc loc3
2012-10-17 0 infil2 loc2
2012-10-17 0 infil loc2
2012-10-17 0 toDistribute loc2
2012-10-17 0 dailySurplus loc2
2012-10-17 91.3456 availablePoreDepth loc2
2012-10-17 250 EHD loc2
2012-10-17 4522.11 SD loc2
2012-10-17 -4.77211 G loc2
2012-10-17 0.134618 theta_EHD loc2
2012-10-17 33.6544 sw_EHD loc2
2012-10-17 0.285676 theta_soil loc2
2012-10-17 0 dsc loc2
2012-10-17 0.94358 infil2 loc1
2012-10-17 2.41987 Qd loc1
2012-10-17 1.63006 infil loc1
2012-10-17 0 toDistribute loc1
2012-10-17 1.63006 dailySurplus loc1
2012-10-17 9.846 availablePoreDepth loc1
2012-10-17 133.333 EHD loc1
2012-10-17 1600.44 SD loc1
2012-10-17 -1.73377 G loc1
2012-10-17 0.383303 theta_EHD loc1
2012-10-17 51.107 sw_EHD loc1
2012-10-17 0.372056 theta_soil loc1
2012-10-17 0 dsc loc1
2012-10-18 22.7 infil2 loc3
2012-10-18 19.943 Qd loc3
2012-10-18 22.7 infil loc3
2012-10-18 0 toDistribute loc3
2012-10-18 22.7 dailySurplus loc3
2012-10-18 225 availablePoreDepth loc3
2012-10-18 500 EHD loc3
2012-10-18 2746.96 SD loc3
2012-10-18 -3.22701 G loc3
2012-10-18 0.45 theta_EHD loc3
2012-10-18 225 sw_EHD loc3
2012-10-18 0.45242 theta_soil loc3
2012-10-18 0 dsc loc3
2012-10-18 0 infil2 loc2
2012-10-18 19.2582 infil loc2
2012-10-18 0 toDistribute loc2
2012-10-18 19.2582 dailySurplus loc2
2012-10-18 94.7873 availablePoreDepth loc2
2012-10-18 250 EHD loc2
2012-10-18 4520.32 SD loc2
2012-10-18 -4.77032 G loc2
2012-10-18 0.197884 theta_EHD loc2
2012-10-18 49.4709 sw_EHD loc2
2012-10-18 0.285789 theta_soil loc2
2012-10-18 0 dsc loc2
2012-10-18 3.66306 infil2 loc1
2012-10-18 3.35971 Qd loc1
2012-10-18 10.3641 infil loc1
2012-10-18 0 toDistribute loc1
2012-10-18 21.4954 dailySurplus loc1
2012-10-18 10.3641 availablePoreDepth loc1
2012-10-18 133.333 EHD loc1
2012-10-18 1596.11 SD loc1
2012-10-18 -1.72945 G loc1
2012-10-18 0.424527 theta_EHD loc1
2012-10-18 56.6035 sw_EHD loc1
2012-10-18 0.373254 theta_soil loc1
2012-10-18 11.1312 dsc loc1
2012-10-19 5.22999 infil2 loc3
2012-10-19 10.4171 Qd loc3
2012-10-19 5.23 infil loc3
2012-10-19 0 toDistribute loc3
2012-10-19 5.23 dailySurplus loc3
2012-10-19 225 availablePoreDepth loc3
2012-10-19 500 EHD loc3
2012-10-19 2742.49 SD loc3
2012-10-19 -3.23207 G loc3
2012-10-19 0.45 theta_EHD loc3
2012-10-19 225 sw_EHD loc3
2012-10-19 0.451266 theta_soil loc3
2012-10-19 0 dsc loc3
2012-10-19 0 infil2 loc2
2012-10-19 1.52778 infil loc2
2012-10-19 0 toDistribute loc2
2012-10-19 1.52778 dailySurplus loc2
2012-10-19 79.2313 availablePoreDepth loc2
2012-10-19 250 EHD loc2
2012-10-19 4518.54 SD loc2
2012-10-19 -4.76854 G loc2
2012-10-19 0.189186 theta_EHD loc2
2012-10-19 47.2965 sw_EHD loc2
2012-10-19 0.285902 theta_soil loc2
2012-10-19 0 dsc loc2
2012-10-19 3.32391 infil2 loc1
2012-10-19 3.87344 Qd loc1
2012-10-19 3.93422 infil loc1
2012-10-19 0 toDistribute loc1
2012-10-19 3.93422 dailySurplus loc1
2012-10-19 4.95884 availablePoreDepth loc1
2012-10-19 133.333 EHD loc1
2012-10-19 1591.81 SD loc1
2012-10-19 -1.72514 G loc1
2012-10-19 0.419386 theta_EHD loc1
2012-10-19 55.918 sw_EHD loc1
2012-10-19 0.373918 theta_soil loc1
2012-10-19 0 dsc loc1
2012-10-20 12.08 infil2 loc3
2012-10-20 13.1552 Qd loc3
2012-10-20 12.08 infil loc3
2012-10-20 0 toDistribute loc3
2012-10-20 12.08 dailySurplus loc3
2012-10-20 225 availablePoreDepth loc3
2012-10-20 500 EHD loc3
2012-10-20 2738.07 SD loc3
2012-10-20 -3.22491 G loc3
2012-10-20 0.45 theta_EHD loc3
2012-10-20 225 sw_EHD loc3
2012-10-20 0.451602 theta_soil loc3
2012-10-20 0 dsc loc3
2012-10-20 0 infil2 loc2
2012-10-20 8.20058 infil loc2
2012-10-20 0 toDistribute loc2
2012-10-20 8.20058 dailySurplus loc2
2012-10-20 81.5829 availablePoreDepth loc2
2012-10-20 250 EHD loc2
2012-10-20 4516.73 SD loc2
2012-10-20 -4.76673 G loc2
2012-10-20 0.206471 theta_EHD loc2
2012-10-20 51.6176 sw_EHD loc2
2012-10-20 0.286016 theta_soil loc2
2012-10-20 0 dsc loc2
2012-10-20 3.66306 infil2 loc1
2012-10-20 4.32752 Qd loc1
2012-10-20 5.70632 infil loc1
2012-10-20 0 toDistribute loc1
2012-10-20 10.7222 dailySurplus loc1
2012-10-20 5.70632 availablePoreDepth loc1
2012-10-20 133.333 EHD loc1
2012-10-20 1587.52 SD loc1
2012-10-20 -1.72086 G loc1
2012-10-20 0.424527 theta_EHD loc1
2012-10-20 56.6035 sw_EHD loc1
2012-10-20 0.37451 theta_soil loc1
2012-10-20 5.01589 dsc loc1
2012-10-21 0 infil2 loc3
2012-10-21 4.7617 Qd loc3
2012-10-21 0.36 infil loc3
2012-10-21 0 toDistribute loc3
2012-10-21 0.36 dailySurplus loc3
2012-10-21 225 availablePoreDepth loc3
2012-10-21 500 EHD loc3
2012-10-21 2733.7 SD loc3
2012-10-21 -3.22894 G loc3
2012-10-21 0.45072 theta_EHD loc3
2012-10-21 225.36 sw_EHD loc3
2012-10-21 0.450581 theta_soil loc3
2012-10-21 0 dsc loc3
2012-10-21 0 infil2 loc2
2012-10-21 0 infil loc2
2012-10-21 0 toDistribute loc2
2012-10-21 0 dailySurplus loc2
2012-10-21 77.0313 availablePoreDepth loc2
2012-10-21 250 EHD loc2
2012-10-21 4514.93 SD loc2
2012-10-21 -4.76493 G loc2
2012-10-21 0.191875 theta_EHD loc2
2012-10-21 47.9687 sw_EHD loc2
2012-10-21 0.28613 theta_soil loc2
2012-10-21 0 dsc loc2
2012-10-21 2.02785 infil2 loc1
2012-10-21 4.08816 Qd loc1
2012-10-21 0 infil loc1
2012-10-21 0 toDistribute loc1
2012-10-21 0 dailySurplus loc1
2012-10-21 4.9402 availablePoreDepth loc1
2012-10-21 133.333 EHD loc1
2012-10-21 1583.25 SD loc1
2012-10-21 -1.71658 G loc1
2012-10-21 0.399739 theta_EHD loc1
2012-10-21 53.2985 sw_EHD loc1
2012-10-21 0.374219 theta_soil loc1
2012-10-21 0 dsc loc1
2012-10-22 23.94 infil2 loc3
2012-10-22 20.6053 Qd loc3
2012-10-22 23.58 infil loc3
2012-10-22 0 toDistribute loc3
2012-10-22 23.58 dailySurplus loc3
2012-10-22 224.64 availablePoreDepth loc3
2012-10-22 500 EHD loc3
2012-10-22 2729.38 SD loc3
2012-10-22 -3.20877 G loc3
2012-10-22 0.45 theta_EHD loc3
2012-10-22 225 sw_EHD loc3
2012-10-22 0.452516 theta_soil loc3
2012-10-22 0 dsc loc3
2012-10-22 0 infil2 loc2
2012-10-22 20.0837 infil loc2
2012-10-22 0 toDistribute loc2
2012-10-22 20.0837 dailySurplus loc2
2012-10-22 80.5276 availablePoreDepth loc2
2012-10-22 250 EHD loc2
2012-10-22 4513.12 SD loc2
2012-10-22 -4.76312 G loc2
2012-10-22 0.258224 theta_EHD loc2
2012-10-22 64.556 sw_EHD loc2
2012-10-22 0.286245 theta_soil loc2
2012-10-22 0 dsc loc2
2012-10-22 3.66306 infil2 loc1
2012-10-22 4.46744 Qd loc1
2012-10-22 8.19176 infil loc1
2012-10-22 0 toDistribute loc1
2012-10-22 22.3563 dailySurplus loc1
2012-10-22 8.19176 availablePoreDepth loc1
2012-10-22 133.333 EHD loc1
2012-10-22 1578.99 SD loc1
2012-10-22 -1.71233 G loc1
2012-10-22 0.424527 theta_EHD loc1
2012-10-22 56.6035 sw_EHD loc1
2012-10-22 0.374718 theta_soil loc1
2012-10-22 14.1645 dsc loc1
2012-10-23 0 infil2 loc3
2012-10-23 6.60098 Qd loc3
2012-10-23 0.02 infil loc3
2012-10-23 0 toDistribute loc3
2012-10-23 0.02 dailySurplus loc3
2012-10-23 225 availablePoreDepth loc3
2012-10-23 500 EHD loc3
2012-10-23 2725.08 SD loc3
2012-10-23 -3.21848 G loc3
2012-10-23 0.45004 theta_EHD loc3
2012-10-23 225.02 sw_EHD loc3
2012-10-23 0.450807 theta_soil loc3
2012-10-23 0 dsc loc3
2012-10-23 0 infil2 loc2
2012-10-23 0 infil loc2
2012-10-23 0 toDistribute loc2
2012-10-23 0 dailySurplus loc2
2012-10-23 63.7344 availablePoreDepth loc2
2012-10-23 250 EHD loc2
2012-10-23 4511.29 SD loc2
2012-10-23 -4.76129 G loc2
2012-10-23 0.245063 theta_EHD loc2
2012-10-23 61.2656 sw_EHD loc2
2012-10-23 0.286361 theta_soil loc2
2012-10-23 0 dsc loc2
2012-10-23 2.06939 infil2 loc1
2012-10-23 4.19177 Qd loc1
2012-10-23 0 infil loc1
2012-10-23 0 toDistribute loc1
2012-10-23 0 dailySurplus loc1
2012-10-23 4.81469 availablePoreDepth loc1
2012-10-23 133.333 EHD loc1
2012-10-23 1574.75 SD loc1
2012-10-23 -1.70808 G loc1
2012-10-23 0.400369 theta_EHD loc1
2012-10-23 53.3824 sw_EHD loc1
2012-10-23 0.37438 theta_soil loc1
2012-10-23 0 dsc loc1
2012-10-24 0 infil2 loc3
2012-10-24 3.0768 Qd loc3
2012-10-24 0.02 infil loc3
2012-10-24 0 toDistribute loc3
2012-10-24 0.02 dailySurplus loc3
2012-10-24 224.98 availablePoreDepth loc3
2012-10-24 500 EHD loc3
2012-10-24 2720.86 SD loc3
2012-10-24 -3.21778 G loc3
2012-10-24 0.45008 theta_EHD loc3
2012-10-24 225.04 sw_EHD loc3
2012-10-24 0.450377 theta_soil loc3
2012-10-24 0 dsc loc3
2012-10-24 0 infil2 loc2
2012-10-24 0 infil loc2
2012-10-24 0 toDistribute loc2
2012-10-24 0 dailySurplus loc2
2012-10-24 66.9004 availablePoreDepth loc2
2012-10-24 250 EHD loc2
2012-10-24 4509.45 SD loc2
2012-10-24 -4.75945 G loc2
2012-10-24 0.232398 theta_EHD loc2
2012-10-24 58.0996 sw_EHD loc2
2012-10-24 0.286478 theta_soil loc2
2012-10-24 0 dsc loc2
2012-10-24 1.01763 infil2 loc1
2012-10-24 3.65552 Qd loc1
2012-10-24 0 infil loc1
2012-10-24 0 toDistribute loc1
2012-10-24 0 dailySurplus loc1
2012-10-24 7.99221 availablePoreDepth loc1
2012-10-24 133.333 EHD loc1
2012-10-24 1570.54 SD loc1
2012-10-24 -1.70387 G loc1
2012-10-24 0.384426 theta_EHD loc1
2012-10-24 51.2567 sw_EHD loc1
2012-10-24 0.373704 theta_soil loc1
2012-10-24 0 dsc loc1
2012-10-25 0 infil2 loc3
2012-10-25 2.19054 Qd loc3
2012-10-25 0 infil loc3
2012-10-25 0 toDistribute loc3
2012-10-25 0 dailySurplus loc3
2012-10-25 224.96 availablePoreDepth loc3
2012-10-25 500 EHD loc3
2012-10-25 2716.64 SD loc3
2012-10-25 -3.21445 G loc3
2012-10-25 0.45008 theta_EHD loc3
2012-10-25 225.04 sw_EHD loc3
2012-10-25 0.450269 theta_soil loc3
2012-10-25 0 dsc loc3
2012-10-25 0 infil2 loc2
2012-10-25 0 infil loc2
2012-10-25 0 toDistribute loc2
2012-10-25 0 dailySurplus loc2
2012-10-25 69.8379 availablePoreDepth loc2
2012-10-25 250 EHD loc2
2012-10-25 4507.61 SD loc2
2012-10-25 -4.75761 G loc2
2012-10-25 0.220648 theta_EHD loc2
2012-10-25 55.1621 sw_EHD loc2
2012-10-25 0.286595 theta_soil loc2
2012-10-25 0 dsc loc2
2012-10-25 0.340492 infil2 loc1
2012-10-25 3.0717 Qd loc1
2012-10-25 0 infil loc1
2012-10-25 0 toDistribute loc1
2012-10-25 0 dailySurplus loc1
2012-10-25 10.038 availablePoreDepth loc1
2012-10-25 133.333 EHD loc1
2012-10-25 1566.34 SD loc1
2012-10-25 -1.69967 G loc1
2012-10-25 0.374161 theta_EHD loc1
2012-10-25 49.8881 sw_EHD loc1
2012-10-25 0.372964 theta_soil loc1
2012-10-25 0 dsc loc1
2012-10-26 1.27 infil2 loc3
2012-10-26 2.91898 Qd loc3
2012-10-26 1.23 infil loc3
2012-10-26 0 toDistribute loc3
2012-10-26 1.23 dailySurplus loc3
2012-10-26 224.96 availablePoreDepth loc3
2012-10-26 500 EHD loc3
2012-10-26 2712.44 SD loc3
2012-10-26 -3.20952 G loc3
2012-10-26 0.45 theta_EHD loc3
2012-10-26 225 sw_EHD loc3
2012-10-26 0.450359 theta_soil loc3
2012-10-26 0 dsc loc3
2012-10-26 0 infil2 loc2
2012-10-26 0 infil loc2
2012-10-26 0 toDistribute loc2
2012-10-26 0 dailySurplus loc2
2012-10-26 72.7968 availablePoreDepth loc2
2012-10-26 250 EHD loc2
2012-10-26 4505.75 SD loc2
2012-10-26 -4.75574 G loc2
2012-10-26 0.208813 theta_EHD loc2
2012-10-26 52.2032 sw_EHD loc2
2012-10-26 0.286714 theta_soil loc2
2012-10-26 0 dsc loc2
2012-10-26 0 infil2 loc1
2012-10-26 2.56561 Qd loc1
2012-10-26 0.194395 infil loc1
2012-10-26 0 toDistribute loc1
2012-10-26 0.194395 dailySurplus loc1
2012-10-26 11.4141 availablePoreDepth loc1
2012-10-26 133.333 EHD loc1
2012-10-26 1562.16 SD loc1
2012-10-26 -1.69549 G loc1
2012-10-26 0.367852 theta_EHD loc1
2012-10-26 49.0468 sw_EHD loc1
2012-10-26 0.372319 theta_soil loc1
2012-10-26 0 dsc loc1
2012-10-27 0 infil2 loc3
2012-10-27 2.13826 Qd loc3
2012-10-27 0 infil loc3
2012-10-27 0 toDistribute loc3
2012-10-27 0 dailySurplus loc3
2012-10-27 225 availablePoreDepth loc3
2012-10-27 500 EHD loc3
2012-10-27 2708.27 SD loc3
2012-10-27 -3.20613 G loc3
2012-10-27 0.45 theta_EHD loc3
2012-10-27 225 sw_EHD loc3
2012-10-27 0.450263 theta_soil loc3
2012-10-27 0 dsc loc3
2012-10-27 0 infil2 loc2
2012-10-27 0 infil loc2
2012-10-27 0 toDistribute loc2
2012-10-27 0 dailySurplus loc2
2012-10-27 75.6738 availablePoreDepth loc2
2012-10-27 250 EHD loc2
2012-10-27 4503.88 SD loc2
2012-10-27 -4.75388 G loc2
2012-10-27 0.197305 theta_EHD loc2
2012-10-27 49.3262 sw_EHD loc2
2012-10-27 0.286833 theta_soil loc2
2012-10-27 0 dsc loc2
2012-10-27 0 infil2 loc1
2012-10-27 2.22426 Qd loc1
2012-10-27 0 infil loc1
2012-10-27 0 toDistribute loc1
2012-10-27 0 dailySurplus loc1
2012-10-27 12.2266 availablePoreDepth loc1
2012-10-27 133.333 EHD loc1
2012-10-27 1558 SD loc1
2012-10-27 -1.69133 G loc1
2012-10-27 0.3603 theta_EHD loc1
2012-10-27 48.0399 sw_EHD loc1
2012-10-27 0.371885 theta_soil loc1
2012-10-27 0 dsc loc1
2012-10-28 0 infil2 loc3
2012-10-28 1.93782 Qd loc3
2012-10-28 0.09 infil loc3
2012-10-28 0 toDistribute loc3
2012-10-28 0.09 dailySurplus loc3
2012-10-28 225 availablePoreDepth loc3
2012-10-28 500 EHD loc3
2012-10-28 2704.11 SD loc3
2012-10-28 -3.20217 G loc3
2012-10-28 0.45018 theta_EHD loc3
2012-10-28 225.09 sw_EHD loc3
2012-10-28 0.450239 theta_soil loc3
2012-10-28 0 dsc loc3
2012-10-28 0 infil2 loc2
2012-10-28 0 infil loc2
2012-10-28 0 toDistribute loc2
2012-10-28 0 dailySurplus loc2
2012-10-28 78.6612 availablePoreDepth loc2
2012-10-28 250 EHD loc2
2012-10-28 4501.99 SD loc2
2012-10-28 -4.75199 G loc2
2012-10-28 0.185355 theta_EHD loc2
2012-10-28 46.3388 sw_EHD loc2
2012-10-28 0.286953 theta_soil loc2
2012-10-28 0 dsc loc2
2012-10-28 0 infil2 loc1
2012-10-28 1.99309 Qd loc1
2012-10-28 0 infil loc1
2012-10-28 0 toDistribute loc1
2012-10-28 0 dailySurplus loc1
2012-10-28 13.2722 availablePoreDepth loc1
2012-10-28 133.333 EHD loc1
2012-10-28 1553.86 SD loc1
2012-10-28 -1.68719 G loc1
2012-10-28 0.352458 theta_EHD loc1
2012-10-28 46.9943 sw_EHD loc1
2012-10-28 0.371592 theta_soil loc1
2012-10-28 0 dsc loc1
2012-10-29 0 infil2 loc3
2012-10-29 1.88265 Qd loc3
2012-10-29 0 infil loc3
2012-10-29 0 toDistribute loc3
2012-10-29 0 dailySurplus loc3
2012-10-29 224.91 availablePoreDepth loc3
2012-10-29 500 EHD loc3
2012-10-29 2699.97 SD loc3
2012-10-29 -3.19808 G loc3
2012-10-29 0.45018 theta_EHD loc3
2012-10-29 225.09 sw_EHD loc3
2012-10-29 0.450232 theta_soil loc3
2012-10-29 0 dsc loc3
2012-10-29 0 infil2 loc2
2012-10-29 0 infil loc2
2012-10-29 0 toDistribute loc2
2012-10-29 0 dailySurplus loc2
2012-10-29 78.6612 availablePoreDepth loc2
2012-10-29 250 EHD loc2
2012-10-29 4500.11 SD loc2
2012-10-29 -4.75011 G loc2
2012-10-29 0.185355 theta_EHD loc2
