index area z x y xindex yindex
1 5900 0 259660 6627280 432 62
2 40400 0 256210 6626720 87 118
3 1183000 0 260250 6625880 491 202
4 219800 0 256070 6625170 73 273
5 25100 0 256900 6625430 156 247
6 6400 118.6999969 262350 6625060 701 284
7 323400 93.3901825 264810 6624170 947 373
8 6800 0 255630 6624470 29 343
9 7300 0 255630 6622180 29 572
10 9900 93.41999817 262000 6621630 666 627
11 1600 0 266740 6621550 1140 635
12 5700 95.48000336 257810 6621300 247 660
13 200 0 256050 6620910 71 699
